batter,batting_pressure_rating,bowling_pressure_rating,overall_pressure_rating
DW Steyn,28.839339728631927,55.00357500357501,55.00357500357501
Dhruv Jurel,32.64637212643678,0.0,32.64637212643678
E Lewis,22.79693486590038,0.0,22.79693486590038
EJG Morgan,38.284886482378646,0.0,38.284886482378646
ER Dwivedi,35.759897828863345,0.0,35.759897828863345
F Behardien,20.019157088122608,0.0,20.019157088122608
F du Plessis,43.584117032392896,0.0,43.584117032392896
FA Allen,10.673234811165845,0.0,10.673234811165845
FH Edwards,13.908045977011495,24.234234234234233,24.234234234234233
FY Fazal,21.724137931034484,0.0,21.724137931034484
Fazalhaq Farooqi,3.8461538461538463,12.672672672672673,12.672672672672673
G Coetzee,12.298850574712644,44.73973973973974,44.73973973973974
G Gambhir,31.60456062291435,0.0,31.60456062291435
GB Hogg,17.816091954022987,37.7027027027027,37.7027027027027
GC Smith,25.57471264367816,0.0,25.57471264367816
GC Viljoen,8.292282430213465,14.894894894894893,14.894894894894893
GD McGrath,0.5747126436781609,13.678678678678677,13.678678678678677
GD Phillips,37.4384236453202,0.0,37.4384236453202
GH Vihari,21.989005497251373,0.0,21.989005497251373
GHS Garton,8.908045977011493,37.117117117117125,37.117117117117125
GJ Bailey,35.44667539647897,0.0,35.44667539647897
GJ Maxwell,41.42424672437444,41.351351351351354,41.42424672437444
0,0.0,23.783783783783782,23.783783783783782
0,0.0,30.45045045045045,30.45045045045045
Gulbadin Naib,17.241379310344826,0.0,17.241379310344826
Gurkeerat Singh,33.81520778072502,0.0,33.81520778072502
H Das,7.241379310344827,0.0,7.241379310344827
H Klaasen,38.57357035767831,0.0,38.57357035767831
HC Brook,22.54440961337513,0.0,22.54440961337513
HE van der Dussen,20.0,0.0,20.0
HF Gurney,3.3333333333333335,32.83283283283283,32.83283283283283
HH Gibbs,28.240740740740737,0.0,28.240740740740737
HH Pandya,52.83314000492109,50.41496041496042,52.83314000492109
HM Amla,34.89942528735632,0.0,34.89942528735632
HR Shokeen,18.221771467207574,0.0,18.221771467207574
HV Patel,33.74867188254612,73.36336336336336,73.36336336336336
Harbhajan Singh,47.41379310344828,48.78678678678679,48.78678678678679
Harmeet Singh,26.149425287356323,36.406406406406404,36.406406406406404
Harpreet Brar,26.18690654672664,36.90690690690691,36.90690690690691
Harpreet Singh,16.774425287356323,0.0,16.774425287356323
Harshit Rana,0.5747126436781609,38.25825825825826,38.25825825825826
I Malhotra,29.166666666666668,0.0,29.166666666666668
I Sharma,16.20689655172414,38.32464042990359,38.32464042990359
I Udana,24.451410658307207,19.78978978978979,24.451410658307207
0,0.0,22.67267267267267,22.67267267267267
IK Pathan,38.70051085568327,55.972125972125966,55.972125972125966
IR Jaggi,6.130268199233715,0.0,6.130268199233715
IS Sodhi,5.911330049261084,50.0,50.0
Imran Tahir,19.62537249893572,50.167123645384514,50.167123645384514
Iqbal Abdulla,18.791766907244053,34.57957957957958,34.57957957957958
Ishan Kishan,39.2974431151771,0.0,39.2974431151771
J Botha,29.35269207501512,41.724581724581725,41.724581724581725
0,0.0,22.56756756756757,22.56756756756757
J Suchith,29.54448701575139,37.117117117117125,37.117117117117125
J Syed Mohammad,21.408045977011497,50.0,50.0
J Theron,13.969938107869144,29.57957957957958,29.57957957957958
J Yadav,17.175066312997348,0.0,17.175066312997348
JA Morkel,40.173774059715704,56.24195624195624,56.24195624195624
JA Richardson,9.482758620689655,36.00600600600601,36.00600600600601
JC Archer,32.430980771296596,40.84234234234235,40.84234234234235
JC Buttler,40.42487684729063,0.0,40.42487684729063
0,0.0,50.0,50.0
JD Unadkat,28.37521917007598,60.16696696696697,60.16696696696697
JDP Oram,24.821373097235167,43.048048048048045,43.048048048048045
JDS Neesham,17.688378033205616,50.0,50.0
JEC Franklin,27.914614121510677,43.78378378378379,43.78378378378379
JH Kallis,39.23227065712427,45.26344526344526,45.26344526344526
JJ Bumrah,18.561665113389253,75.57073927860445,75.57073927860445
JJ Roy,28.333333333333332,0.0,28.333333333333332
JJ van der Wath,20.019157088122608,37.56756756756757,37.56756756756757
JL Pattinson,19.80548187444739,40.98098098098098,40.98098098098098
JM Bairstow,28.160919540229884,0.0,28.160919540229884
JM Kemp,7.717569786535304,50.0,50.0
JM Sharma,35.073891625615765,0.0,35.073891625615765
JO Holder,30.523085914669785,49.097847847847845,49.097847847847845
JP Behrendorff,11.111111111111109,46.520270270270274,46.520270270270274
JP Duminy,41.08888069334317,36.90690690690691,41.08888069334317
JP Faulkner,38.21965669147805,53.89274989274989,53.89274989274989
JPR Scantlebury-Searles,22.79693486590038,0.0,22.79693486590038
JR Hazlewood,14.814814814814813,44.322179322179316,44.322179322179316
JR Hopes,21.331981068289387,30.690690690690687,30.690690690690687
JR Philippe,8.333333333333332,0.0,8.333333333333332
0,0.0,39.33933933933935,39.33933933933935
Jaskaran Singh,13.537675606641127,41.351351351351354,41.351351351351354
Joginder Sharma,22.738630684657675,33.20320320320321,33.20320320320321
K Goel,17.149425287356323,0.0,17.149425287356323
K Gowtham,33.062120625080716,50.0,50.0
K Kartikeya,14.482758620689655,50.0,50.0
0,0.0,38.75875875875876,38.75875875875876
K Rabada,27.376777712838496,64.35053235053235,64.35053235053235
0,0.0,29.339339339339336,29.339339339339336
K Yadav,0.0,44.234234234234236,44.234234234234236
KA Jamieson,26.149425287356323,35.34534534534534,35.34534534534534
KA Maharaj,8.908045977011493,0.0,8.908045977011493
KA Pollard,71.85517718319264,47.66051766051766,71.85517718319264
KAJ Roach,4.741379310344827,50.0,50.0
KB Arun Karthik,15.038314176245212,0.0,15.038314176245212
KC Cariappa,17.108753315649867,50.0,50.0
KC Sangakkara,29.6449876327659,0.0,29.6449876327659
KD Karthik,69.95083306970369,0.0,69.95083306970369
KH Pandya,40.82588335461899,46.51651651651651,46.51651651651651
KJ Abbott,30.952380952380953,50.0,50.0
KK Ahmed,5.254515599343185,53.08035308035308,53.08035308035308
KK Cooper,35.71670047329277,44.640429903587794,44.640429903587794
KK Nair,37.7445049405122,0.0,37.7445049405122
KL Nagarkoti,14.882032667876587,29.339339339339336,29.339339339339336
KL Rahul,43.299649269021074,0.0,43.299649269021074
0,0.0,50.0,50.0
KM Jadhav,33.55157864105922,0.0,33.55157864105922
KMA Paul,17.298850574712645,40.412912912912915,40.412912912912915
KMDN Kulasekara,27.77777777777778,40.9009009009009,40.9009009009009
KP Appanna,8.908045977011493,0.0,8.908045977011493
KP Pietersen,33.3128078817734,30.45045045045045,33.3128078817734
KR Sen,0.0,37.07957957957957,37.07957957957957
KS Bharat,30.952380952380953,0.0,30.952380952380953
KS Williamson,34.24851555265021,0.0,34.24851555265021
0,0.0,50.0,50.0
KV Sharma,32.15670271373189,38.474474474474476,38.474474474474476
KW Richardson,11.68582375478927,43.32582582582583,43.32582582582583
Kamran Akmal,27.77777777777778,0.0,27.77777777777778
0,0.0,44.252252252252255,44.252252252252255
Karanveer Singh,13.333333333333334,46.52402402402402,46.52402402402402
Kartik Tyagi,16.16858237547893,34.369369369369366,34.369369369369366
Kuldeep Yadav,19.256335687577895,47.00406288641583,47.00406288641583
Kumar Kushagra,0.5747126436781609,0.0,0.5747126436781609
L Ablish,0.0,48.758758758758766,48.758758758758766
L Balaji,16.939655172413794,48.291291291291294,48.291291291291294
0,0.0,46.28320628320628,46.28320628320628
L Wood,50.0,50.0,50.0
LA Carseldine,27.272727272727277,0.0,27.272727272727277
LA Pomersbach,30.39408866995074,0.0,30.39408866995074
LB Williams,8.333333333333332,0.0,8.333333333333332
LE Plunkett,6.130268199233715,27.012012012012008,27.012012012012008
LH Ferguson,27.492649024325047,40.206677265500794,40.206677265500794
LMP Simmons,21.662245800176834,50.0,50.0
LPC Silva,38.33333333333333,50.0,50.0
LR Shukla,29.483603786342126,44.15915915915916,44.15915915915916
LRPL Taylor,32.60316563029961,0.0,32.60316563029961
LS Livingstone,37.03269724361121,50.0,50.0
Lalit Yadav,20.817369093231164,36.00600600600601,36.00600600600601
M Ashwin,18.0316091954023,38.44344344344344,38.44344344344344
M Jansen,17.12348953728264,35.9009009009009,35.9009009009009
M Kaif,20.822281167108752,0.0,20.822281167108752
M Kartik,17.878560719640177,32.35735735735736,32.35735735735736
M Manhas,24.973269179363804,0.0,24.973269179363804
M Markande,21.98275862068966,17.117117117117118,21.98275862068966
M Morkel,29.242286751361156,54.22513422513423,54.22513422513423
M Muralitharan,14.811912225705328,43.54816354816355,43.54816354816355
M Ntini,10.223835450695706,39.86986986986987,39.86986986986987
0,0.0,52.0963270963271,52.0963270963271
M Prasidh Krishna,7.399425287356322,43.790312051181616,43.790312051181616
M Rawat,16.73632880529432,0.0,16.73632880529432
M Shahrukh Khan,33.31956776102966,50.0,50.0
M Theekshana,29.166666666666668,44.43693693693694,44.43693693693694
M Vijay,29.706257982120043,0.0,29.706257982120043
M Vohra,35.05747126436781,0.0,35.05747126436781
M de Lange,8.908045977011493,36.45645645645646,36.45645645645646
MA Agarwal,42.18123496391339,0.0,42.18123496391339
MA Khote,15.959328028293546,37.117117117117125,37.117117117117125
MA Starc,19.679554162312783,54.32832832832833,54.32832832832833
MA Wood,21.519795657726696,44.36936936936937,44.36936936936937
MC Henriques,34.70893585465332,33.20320320320321,34.70893585465332
MC Juneja,10.408684546615582,0.0,10.408684546615582
MD Shanaka,21.42857142857143,0.0,21.42857142857143
MEK Hussey,34.0500338066261,0.0,34.0500338066261
MF Maharoof,31.477166821994402,44.83783783783783,44.83783783783783
MG Bracewell,15.277777777777777,0.0,15.277777777777777
MG Johnson,24.508844868345967,50.472395472395476,50.472395472395476
0,0.0,50.0,50.0
0,0.0,47.567567567567565,47.567567567567565
MJ McClenaghan,22.730471498944404,49.83483483483484,49.83483483483484
MJ Santner,21.519795657726696,43.78378378378379,43.78378378378379
MJ Suthar,8.908045977011493,0.0,8.908045977011493
MK Lomror,30.130661165143927,0.0,30.130661165143927
MK Pandey,37.254671983736024,0.0,37.254671983736024
MK Tiwary,39.11568409343715,36.00600600600601,39.11568409343715
ML Hayden,31.704980842911876,0.0,31.704980842911876
MM Ali,34.85798423102498,39.78978978978979,39.78978978978979
MM Patel,19.81937602627258,46.12012012012012,46.12012012012012
MM Sharma,22.763280521901212,71.75342008675342,71.75342008675342
MN van Wyk,26.28899835796388,0.0,26.28899835796388
MP Stoinis,41.49640997195772,46.16416416416416,46.16416416416416
0,0.0,49.33933933933934,49.33933933933934
MR Marsh,24.442190669371193,36.252252252252255,36.252252252252255
MS Bisla,27.81609195402299,0.0,27.81609195402299
MS Dhoni,79.8187444739169,0.0,79.8187444739169
MS Gony,28.291043157666447,30.968468468468465,30.968468468468465
MV Boucher,28.662486938349012,0.0,28.662486938349012
Mandeep Singh,37.96872055775391,0.0,37.96872055775391
Mashrafe Mortaza,16.666666666666664,33.78378378378379,33.78378378378379
Mayank Dagar,0.0,50.0,50.0
Misbah-ul-Haq,45.0191570881226,0.0,45.0191570881226
Mohammad Asif,1.1494252873563218,40.91891891891892,40.91891891891892
Mohammad Hafeez,21.408045977011497,0.0,21.408045977011497
Mohammad Nabi,29.61243737105806,42.56756756756757,42.56756756756757
Mohammed Shami,20.276580459770116,71.62858510684597,71.62858510684597
Mohammed Siraj,21.037646314457447,50.362731152204844,50.362731152204844
Mohit Rathee,8.333333333333332,0.0,8.333333333333332
Mohsin Khan,22.79693486590038,39.171171171171174,39.171171171171174
Mujeeb Ur Rahman,16.427203065134098,40.6966966966967,40.6966966966967
Mukesh Choudhary,16.666666666666664,26.456456456456454,26.456456456456454
Mukesh Kumar,8.469449485783423,47.3460960960961,47.3460960960961
Mustafizur Rahman,11.408045977011495,50.84084084084084,50.84084084084084
0,0.0,29.339339339339336,29.339339339339336
N Jagadeesan,10.714285714285715,0.0,10.714285714285715
N Pooran,40.50952135872362,0.0,40.50952135872362
N Rana,37.78216313529982,37.56756756756757,37.78216313529982
N Saini,18.39080459770115,0.0,18.39080459770115
0,0.0,21.456456456456454,21.456456456456454
N Wadhera,29.8113763631005,0.0,29.8113763631005
0,0.0,50.0,50.0
0,0.0,43.78378378378379,43.78378378378379
NK Patel,27.767695099818514,0.0,27.767695099818514
NLTC Perera,31.89655172413793,45.26276276276276,45.26276276276276
NM Coulter-Nile,25.410509031198686,48.04122304122305,48.04122304122305
NS Naik,13.182471264367814,0.0,13.182471264367814
NT Ellis,18.796484110885736,32.91891891891892,32.91891891891892
NV Ojha,35.789392299366014,0.0,35.789392299366014
Naman Dhir,40.833333333333336,0.0,40.833333333333336
Navdeep Saini,19.899425287356323,40.22022022022022,40.22022022022022
Naveen-ul-Haq,13.908045977011495,40.00546000546001,40.00546000546001
Nithish Kumar Reddy,30.514504652435683,41.56156156156156,41.56156156156156
Noor Ahmad,18.39080459770115,42.63513513513514,42.63513513513514
0,0.0,43.12312312312312,43.12312312312312
OA Shah,28.28965517241379,0.0,28.28965517241379
OC McCoy,26.666666666666668,43.742492492492495,43.742492492492495
OF Smith,22.44572158365262,46.246246246246244,46.246246246246244
0,0.0,50.0,50.0
P Awana,7.676518883415435,44.24281424281424,44.24281424281424
P Dogra,24.686520376175547,0.0,24.686520376175547
P Dubey,8.908045977011493,0.0,8.908045977011493
P Kumar,34.082642223192195,53.06614306614307,53.06614306614307
P Negi,32.46087799473757,47.3536036036036,47.3536036036036
P Parameswaran,0.0,43.94394394394395,43.94394394394395
P Sahu,24.358974358974354,0.0,24.358974358974354
P Simran Singh,24.84241750092696,0.0,24.84241750092696
0,0.0,50.0,50.0
PA Patel,28.076815250911128,0.0,28.076815250911128
PA Reddy,50.57471264367816,0.0,50.57471264367816
PBB Rajapaksa,9.482758620689655,0.0,9.482758620689655
PC Valthaty,34.61538461538462,43.67867867867868,43.67867867867868
PD Collingwood,30.30444237340789,45.05505505505506,45.05505505505506
PD Salt,36.36363636363636,0.0,36.36363636363636
0,0.0,37.117117117117125,37.117117117117125
PJ Cummins,35.33629224991464,41.231231231231234,41.231231231231234
PJ Sangwan,14.507611059335197,30.91891891891892,30.91891891891892
PK Garg,30.076628352490424,0.0,30.076628352490424
PM Sarvesh Kumar,8.333333333333332,0.0,8.333333333333332
PN Mankad,23.333333333333332,0.0,23.333333333333332
PP Chawla,44.77437207322265,52.756549653101374,52.756549653101374
PP Ojha,11.422413793103448,47.65765765765766,47.65765765765766
PP Shaw,26.149425287356323,0.0,26.149425287356323
PR Shah,18.132183908045974,0.0,18.132183908045974
PV Tambe,7.717569786535304,10.450450450450449,10.450450450450449
PVD Chameera,24.938423645320196,27.647647647647645,27.647647647647645
PWH de Silva,22.546419098143236,46.93693693693694,46.93693693693694
Pankaj Singh,10.871647509578544,0.45045045045045046,10.871647509578544
Parvez Rasool,18.75653082549634,0.0,18.75653082549634
Q de Kock,35.3594389246055,0.0,35.3594389246055
R Ashwin,42.92961543919398,43.24324324324324,43.24324324324324
R Bhatia,36.580915891260716,49.15749082415749,49.15749082415749
R Bishnoi,8.908045977011493,0.0,8.908045977011493
R Dhawan,27.47351814288934,31.246246246246248,31.246246246246248
R Dravid,34.80204342273308,0.0,34.80204342273308
R McLaren,16.20689655172414,38.62862862862863,38.62862862862863
R Ninan,8.908045977011493,0.0,8.908045977011493
R Parag,40.31667839549613,50.0,50.0
R Powell,37.99554304480414,50.0,50.0
R Rampaul,17.835249042145595,39.85735735735736,39.85735735735736
R Sai Kishore,36.68582375478927,40.34534534534534,40.34534534534534
R Sanjay Yadav,0.5747126436781609,0.0,0.5747126436781609
R Sathish,28.31157236915523,36.00600600600601,36.00600600600601
R Sharma,19.0852490421456,50.0,50.0
R Shepherd,36.38975966562173,39.78978978978979,39.78978978978979
R Shukla,14.482758620689655,38.67867867867868,38.67867867867868
R Tewatia,40.61504867618961,44.57957957957958,44.57957957957958
R Vinay Kumar,30.28639311629102,57.24406224406225,57.24406224406225
RA Jadeja,59.73931506310699,45.867606737171954,59.73931506310699
RA Tripathi,32.98850574712644,0.0,32.98850574712644
RD Chahar,26.10153256704981,40.13138138138138,40.13138138138138
RD Gaikwad,32.527661402943394,0.0,32.527661402943394
RE van der Merwe,26.762452107279692,32.46246246246246,32.46246246246246
RG More,16.666666666666664,50.0,50.0
RG Sharma,59.985632183908045,33.67867867867868,59.985632183908045
RJ Gleeson,16.666666666666664,50.0,50.0
RJ Harris,24.40446443444944,49.10432171301737,49.10432171301737
RJ Peterson,18.796484110885736,50.0,50.0
RJW Topley,8.333333333333332,37.01201201201201,37.01201201201201
RK Singh,37.652165478442214,0.0,37.652165478442214
RM Patidar,28.133552271483307,0.0,28.133552271483307
RN ten Doeschate,32.680504407990185,50.0,50.0
RP Meredith,0.5747126436781609,43.54081354081354,43.54081354081354
RP Singh,18.82183908045977,61.598473473473476,61.598473473473476
RR Bhatkal,1.1494252873563218,0.0,1.1494252873563218
RR Pant,49.475890985324945,0.0,49.475890985324945
RR Powar,22.658045977011493,0.0,22.658045977011493
RR Raje,19.09323116219668,50.0,50.0
RR Rossouw,34.48275862068965,0.0,34.48275862068965
RS Bopara,30.272988505747126,30.9009009009009,30.9009009009009
0,0.0,33.78378378378379,33.78378378378379
RS Sodhi,33.33333333333333,0.0,33.33333333333333
RV Patel,22.66430887120542,0.0,22.66430887120542
RV Uthappa,38.98116386832762,0.0,38.98116386832762
Ramandeep Singh,38.328912466843505,45.05505505505506,45.05505505505506
Rashid Khan,46.2306213441322,50.11261261261261,50.11261261261261
Rasikh Salam,25.983061101028433,30.610610610610607,30.610610610610607
Ravi Bishnoi,12.992610837438423,41.798048048048045,41.798048048048045
S Anirudha,27.162734422262556,0.0,27.162734422262556
S Aravind,18.978882651697408,46.45414645414645,46.45414645414645
S Badree,10.057471264367814,0.0,10.057471264367814
S Badrinath,35.03094606542883,0.0,35.03094606542883
S Dhawan,34.87393400074157,0.0,34.87393400074157
S Dube,38.39912622874083,37.647647647647645,38.39912622874083
S Gopal,25.81786030061892,28.22822822822823,28.22822822822823
S Kaul,11.401557285873192,48.64435864435865,48.64435864435865
S Kaushik,0.5747126436781609,50.0,50.0
S Ladda,0.5747126436781609,42.46246246246246,42.46246246246246
S Lamichhane,0.5747126436781609,50.0,50.0
S Nadeem,13.499633162142334,26.456456456456454,26.456456456456454
S Narwal,21.51580459770115,44.234234234234236,44.234234234234236
S Rana,24.381748519679558,0.0,24.381748519679558
S Randiv,8.908045977011493,44.234234234234236,44.234234234234236
S Sohal,9.482758620689655,0.0,9.482758620689655
S Sreesanth,12.607758620689655,39.81981981981983,39.81981981981983
S Tyagi,12.5,50.0,50.0
SA Abbott,31.452455590386627,50.0,50.0
