batsman,bowler,balls_faced,runs_scored,dismissals,strike_rate,avg_dismissal_type,bowler_type
SC Ganguly,DP Vijaykumar,8,10,1,125.0,caught,Unknown
SC Ganguly,DW Steyn,20,16,0,80.0,,Unknown
SC Ganguly,FH Edwards,8,0,0,0.0,,Unknown
SC Ganguly,FY Fazal,5,13,0,260.0,,Unknown
SC Ganguly,Harbhajan Singh,19,16,1,84.21052631578947,bowled,Unknown
SC Ganguly,Harmeet Singh,19,20,1,105.26315789473684,caught,Unknown
SC Ganguly,IK Pathan,27,40,1,148.14814814814815,caught,Unknown
SC Ganguly,J Theron,11,7,0,63.63636363636363,,Unknown
SC Ganguly,JA Morkel,12,3,0,25.0,,Unknown
SC Ganguly,JDP Oram,4,7,0,175.0,,Unknown
SC Ganguly,JH Kallis,9,17,0,188.88888888888889,,Unknown
SC Ganguly,JM Kemp,2,0,1,0.0,caught,Unknown
SC Ganguly,JP Duminy,8,11,0,137.5,,Unknown
SC Ganguly,JR Hopes,5,8,0,160.0,,Unknown
SC Ganguly,Jaskaran Singh,3,1,0,33.33333333333333,,Unknown
SC Ganguly,Joginder Sharma,2,0,1,0.0,caught,Unknown
SC Ganguly,KAJ Roach,12,21,0,175.0,,Unknown
SC Ganguly,Kamran Khan,17,13,1,76.47058823529412,caught,Unknown
SC Ganguly,L Balaji,6,3,0,50.0,,Unknown
SC Ganguly,M Muralitharan,15,3,1,20.0,bowled,Unknown
SC Ganguly,M Ntini,4,0,1,0.0,bowled,Unknown
SC Ganguly,MF Maharoof,9,12,0,133.33333333333331,,Unknown
SC Ganguly,MM Patel,33,44,2,133.33333333333331,caught,Unknown
SC Ganguly,MS Gony,10,10,0,100.0,,Unknown
SC Ganguly,P Amarnath,1,1,0,100.0,,Unknown
SC Ganguly,P Kumar,29,23,2,79.3103448275862,caught,Unknown
SC Ganguly,PD Collingwood,8,14,0,175.0,,Unknown
SC Ganguly,PJ Sangwan,14,9,0,64.28571428571429,,Unknown
SC Ganguly,PP Chawla,23,46,1,200.0,caught,Unknown
SC Ganguly,PP Ojha,36,60,2,166.66666666666669,"bowled, caught",Unknown
SC Ganguly,R Ashwin,4,2,0,50.0,,Unknown
SC Ganguly,R Bhatia,6,7,0,116.66666666666667,,Unknown
SC Ganguly,R McLaren,12,20,0,166.66666666666669,,Unknown
SC Ganguly,R Sathish,3,1,1,33.33333333333333,caught,Unknown
SC Ganguly,R Vinay Kumar,15,9,3,60.0,"run out, caught",Unknown
SC Ganguly,RA Jadeja,2,2,0,100.0,,Unknown
SC Ganguly,RE van der Merwe,5,3,0,60.0,,Unknown
SC Ganguly,RG Sharma,13,14,1,107.6923076923077,caught,Unknown
SC Ganguly,RJ Harris,8,6,0,75.0,,Unknown
SC Ganguly,RP Singh,13,12,0,92.3076923076923,,Unknown
SC Ganguly,RR Powar,22,19,0,86.36363636363636,,Unknown
SC Ganguly,RR Raje,5,6,0,120.0,,Unknown
SC Ganguly,RS Bopara,7,5,1,71.42857142857143,caught and bowled,Unknown
SC Ganguly,S Sreesanth,12,8,1,66.66666666666666,caught,Unknown
SC Ganguly,S Sriram,3,3,0,100.0,,Unknown
SC Ganguly,S Tyagi,9,2,0,22.22222222222222,,Unknown
SC Ganguly,SB Bangar,9,6,0,66.66666666666666,,Unknown
SC Ganguly,SB Styris,28,26,0,92.85714285714286,,Unknown
SC Ganguly,SJ Srivastava,14,32,0,228.57142857142856,,Unknown
SC Ganguly,SK Trivedi,34,40,2,117.64705882352942,"run out, caught",Unknown
SC Ganguly,SK Warne,37,40,1,108.10810810810811,caught,Unknown
SC Ganguly,SL Malinga,3,1,0,33.33333333333333,,Unknown
SC Ganguly,SM Pollock,7,5,2,71.42857142857143,"caught, run out",Unknown
SC Ganguly,SR Tendulkar,6,6,0,100.0,,Unknown
SC Ganguly,SR Watson,19,20,0,105.26315789473684,,Unknown
SC Ganguly,STR Binny,3,3,0,100.0,,Unknown
SC Ganguly,SW Tait,6,11,0,183.33333333333331,,Unknown
SC Ganguly,Sohail Tanvir,8,7,0,87.5,,Unknown
SC Ganguly,TM Dilshan,17,14,0,82.35294117647058,,Unknown
SC Ganguly,VRV Singh,15,16,0,106.66666666666667,,Unknown
SC Ganguly,VS Malik,11,5,0,45.45454545454545,,Unknown
SC Ganguly,VY Mahesh,6,7,1,116.66666666666667,bowled,Unknown
SC Ganguly,WPUJC Vaas,15,20,1,133.33333333333331,caught,Unknown
SC Ganguly,Y Venugopal Rao,13,17,0,130.76923076923077,,Unknown
SC Ganguly,YA Abdulla,3,6,0,200.0,,Unknown
SC Ganguly,YK Pathan,29,38,0,131.0344827586207,,Unknown
SC Ganguly,Yuvraj Singh,2,4,0,200.0,,Unknown
SC Ganguly,Z Khan,14,11,2,78.57142857142857,"caught, bowled",Unknown
SD Chitnis,A Ashish Reddy,1,1,0,100.0,,Unknown
SD Chitnis,A Mishra,4,2,0,50.0,,Unknown
SD Chitnis,AD Russell,7,14,1,200.0,caught,Unknown
SD Chitnis,BW Hilfenhaus,1,0,1,0.0,caught,Unknown
SD Chitnis,DJ Bravo,7,6,1,85.71428571428571,caught,Unknown
SD Chitnis,DJ Harris,2,2,0,100.0,,Unknown
SD Chitnis,DS Kulkarni,3,1,0,33.33333333333333,,Unknown
SD Chitnis,DW Steyn,1,0,1,0.0,caught,Unknown
SD Chitnis,GD McGrath,2,2,0,100.0,,Unknown
SD Chitnis,IK Pathan,7,10,0,142.85714285714286,,Unknown
SD Chitnis,J Theron,2,3,0,150.0,,Unknown
SD Chitnis,JA Morkel,1,1,0,100.0,,Unknown
SD Chitnis,M Morkel,3,0,0,0.0,,Unknown
SD Chitnis,MF Maharoof,1,1,0,100.0,,Unknown
SD Chitnis,MS Gony,6,5,0,83.33333333333334,,Unknown
SD Chitnis,S Sreesanth,3,4,0,133.33333333333331,,Unknown
SD Chitnis,SL Malinga,5,5,0,100.0,,Unknown
SD Chitnis,TP Sudhindra,3,4,0,133.33333333333331,,Unknown
SD Chitnis,UT Yadav,3,1,0,33.33333333333333,,Unknown
SD Chitnis,VR Aaron,13,13,0,100.0,,Unknown
SD Chitnis,VRV Singh,3,11,1,366.66666666666663,run out,Unknown
SD Chitnis,VY Mahesh,5,4,1,80.0,caught,Unknown
SD Hope,Arshad Khan,4,4,0,100.0,,Unknown
SD Hope,Arshdeep Singh,4,1,0,25.0,,Unknown
SD Hope,Azmatullah Omarzai,3,5,0,166.66666666666669,,Unknown
SD Hope,C Green,4,2,0,50.0,,Unknown
SD Hope,HV Patel,1,1,0,100.0,,Unknown
SD Hope,Harpreet Brar,7,5,0,71.42857142857143,,Unknown
SD Hope,K Rabada,5,8,1,160.0,caught,Unknown
SD Hope,KH Pandya,7,7,0,100.0,,Unknown
SD Hope,KV Sharma,3,3,0,100.0,,Unknown
SD Hope,L Wood,5,15,1,300.0,caught,Unknown
SD Hope,LH Ferguson,5,6,1,120.0,caught,Unknown
SD Hope,MA Starc,1,0,0,0.0,,Unknown
SD Hope,Mohammad Nabi,6,16,0,266.66666666666663,,Unknown
SD Hope,Mohammed Siraj,1,1,0,100.0,,Unknown
SD Hope,Mohsin Khan,9,5,0,55.55555555555556,,Unknown
SD Hope,N Thushara,1,1,0,100.0,,Unknown
SD Hope,PP Chawla,5,9,0,180.0,,Unknown
SD Hope,R Ashwin,1,1,0,100.0,,Unknown
SD Hope,RD Chahar,8,18,0,225.0,,Unknown
SD Hope,Rashid Khan,3,1,1,33.33333333333333,caught,Spin
SD Hope,Ravi Bishnoi,9,14,1,155.55555555555557,caught,Unknown
SD Hope,S Sandeep Warrier,9,17,1,188.88888888888889,caught,Unknown
SD Hope,SH Johnson,1,1,0,100.0,,Unknown
SD Hope,VG Arora,2,6,1,300.0,bowled,Unknown
SD Hope,Yash Dayal,11,17,1,154.54545454545453,run out,Unknown
SD Hope,Yash Thakur,4,3,0,75.0,,Unknown
SD Hope,Yudhvir Singh,6,16,0,266.66666666666663,,Unknown
SD Lad,AS Rajpoot,6,14,0,233.33333333333334,,Unknown
SD Lad,Mohammed Shami,7,1,1,14.285714285714285,bowled,Unknown
SE Bond,JM Kemp,1,1,0,100.0,,Unknown
SE Bond,R Ashwin,1,0,1,0.0,bowled,Unknown
SE Marsh,A Chandila,13,20,0,153.84615384615387,,Unknown
SE Marsh,A Choudhary,4,1,0,25.0,,Unknown
SE Marsh,A Kumble,22,37,0,168.1818181818182,,Unknown
SE Marsh,A Mishra,1,0,1,0.0,stumped,Unknown
SE Marsh,A Mithun,8,9,0,112.5,,Unknown
SE Marsh,A Nehra,18,18,1,100.0,lbw,Unknown
SE Marsh,A Singh,3,2,0,66.66666666666666,,Unknown
SE Marsh,A Symonds,3,5,0,166.66666666666669,,Unknown
SE Marsh,AA Chavan,9,19,0,211.11111111111111,,Unknown
SE Marsh,AA Jhunjhunwala,9,12,0,133.33333333333331,,Unknown
SE Marsh,AB Agarkar,17,27,0,158.8235294117647,,Unknown
SE Marsh,AB Dinda,10,20,0,200.0,,Unknown
SE Marsh,AB McDonald,7,9,2,128.57142857142858,bowled,Unknown
SE Marsh,AD Russell,3,8,0,266.66666666666663,,Unknown
SE Marsh,AJ Tye,1,0,1,0.0,caught,Unknown
SE Marsh,AL Menaria,3,6,0,200.0,,Unknown
SE Marsh,AM Salvi,7,8,0,114.28571428571428,,Unknown
SE Marsh,AN Ahmed,9,16,0,177.77777777777777,,Unknown
SE Marsh,AS Raut,4,7,0,175.0,,Unknown
SE Marsh,Ankit Sharma,3,2,0,66.66666666666666,,Unknown
SE Marsh,Ankit Soni,8,11,0,137.5,,Unknown
SE Marsh,B Kumar,11,10,2,90.9090909090909,"bowled, caught",Unknown
SE Marsh,B Lee,2,1,1,50.0,caught,Unknown
SE Marsh,BAW Mendis,9,11,1,122.22222222222223,caught,Unknown
SE Marsh,BB Sran,4,3,0,75.0,,Unknown
SE Marsh,BJ Hodge,2,5,0,250.0,,Unknown
SE Marsh,Basil Thampi,11,17,0,154.54545454545453,,Unknown
SE Marsh,C de Grandhomme,3,8,0,266.66666666666663,,Unknown
SE Marsh,CH Gayle,9,11,0,122.22222222222223,,Unknown
SE Marsh,CH Morris,23,25,1,108.69565217391303,run out,Unknown
SE Marsh,CJ McKay,3,1,0,33.33333333333333,,Unknown
SE Marsh,CK Kapugedera,2,2,0,100.0,,Unknown
SE Marsh,CK Langeveldt,3,4,0,133.33333333333331,,Unknown
SE Marsh,CR Brathwaite,1,1,0,100.0,,Unknown
SE Marsh,CR Woakes,5,2,1,40.0,bowled,Unknown
SE Marsh,CRD Fernando,8,17,0,212.5,,Unknown
SE Marsh,D Kalyankrishna,4,3,0,75.0,,Unknown
SE Marsh,D Salunkhe,11,14,0,127.27272727272727,,Unknown
SE Marsh,DE Bollinger,12,20,0,166.66666666666669,,Unknown
SE Marsh,DJ Bravo,21,29,1,138.0952380952381,bowled,Unknown
SE Marsh,DJ Hooda,25,50,0,200.0,,Unknown
SE Marsh,DJ Hussey,7,9,1,128.57142857142858,stumped,Unknown
SE Marsh,DJG Sammy,1,0,1,0.0,caught,Unknown
SE Marsh,DL Vettori,2,2,0,100.0,,Unknown
SE Marsh,DNT Zoysa,13,16,0,123.07692307692308,,Unknown
SE Marsh,DP Vijaykumar,6,13,0,216.66666666666666,,Unknown
SE Marsh,DR Smith,11,16,0,145.45454545454547,,Unknown
SE Marsh,DS Kulkarni,20,29,1,145.0,caught,Unknown
SE Marsh,DT Christian,4,2,1,50.0,caught,Unknown
SE Marsh,DW Steyn,26,44,0,169.23076923076923,,Unknown
SE Marsh,GD McGrath,4,2,0,50.0,,Unknown
SE Marsh,GH Vihari,3,2,0,66.66666666666666,,Unknown
SE Marsh,GJ Maxwell,2,1,0,50.0,,Unknown
SE Marsh,HH Pandya,8,15,0,187.5,,Unknown
SE Marsh,HV Patel,4,9,0,225.0,,Unknown
SE Marsh,Harbhajan Singh,73,84,1,115.06849315068493,bowled,Unknown
SE Marsh,I Sharma,17,13,0,76.47058823529412,,Unknown
SE Marsh,IC Pandey,3,1,0,33.33333333333333,,Unknown
SE Marsh,IK Pathan,17,18,1,105.88235294117648,caught,Unknown
SE Marsh,Iqbal Abdulla,4,4,1,100.0,run out,Unknown
SE Marsh,J Botha,4,3,1,75.0,bowled,Unknown
SE Marsh,J Theron,7,14,0,200.0,,Unknown
SE Marsh,JA Morkel,37,44,0,118.91891891891892,,Unknown
SE Marsh,JD Unadkat,6,5,0,83.33333333333334,,Unknown
SE Marsh,JEC Franklin,4,0,1,0.0,caught,Unknown
SE Marsh,JH Kallis,13,11,0,84.61538461538461,,Unknown
SE Marsh,JJ Bumrah,5,4,0,80.0,,Unknown
SE Marsh,JJ van der Wath,13,35,0,269.2307692307692,,Unknown
SE Marsh,JM Kemp,4,10,0,250.0,,Unknown
SE Marsh,JP Duminy,7,8,2,114.28571428571428,"caught, lbw",Unknown
SE Marsh,JP Faulkner,29,44,0,151.72413793103448,,Unknown
SE Marsh,JR Hopes,17,31,0,182.35294117647058,,Unknown
SE Marsh,K Santokie,2,2,1,100.0,caught,Unknown
SE Marsh,KA Pollard,39,46,0,117.94871794871796,,Unknown
SE Marsh,KH Pandya,7,15,0,214.28571428571428,,Unknown
SE Marsh,KK Cooper,22,19,2,86.36363636363636,"caught, bowled",Unknown
SE Marsh,KMDN Kulasekara,5,1,0,20.0,,Unknown
SE Marsh,KV Sharma,4,4,0,100.0,,Unknown
SE Marsh,L Balaji,16,18,1,112.5,caught,Unknown
SE Marsh,LR Shukla,4,9,0,225.0,,Unknown
SE Marsh,M Ashwin,1,0,1,0.0,bowled,Unknown
SE Marsh,M Morkel,38,40,2,105.26315789473684,caught,Unknown
SE Marsh,M Muralitharan,9,14,0,155.55555555555557,,Unknown
SE Marsh,M Ntini,12,16,1,133.33333333333331,bowled,Unknown
SE Marsh,MC Henriques,19,32,0,168.42105263157893,,Unknown
SE Marsh,MG Johnson,6,2,0,33.33333333333333,,Unknown
SE Marsh,MJ McClenaghan,12,18,2,150.0,caught,Unknown
SE Marsh,MM Patel,47,51,1,108.51063829787233,caught,Unknown
SE Marsh,MM Sharma,13,22,0,169.23076923076923,,Unknown
SE Marsh,MS Gony,9,9,0,100.0,,Unknown
SE Marsh,Mohammad Hafeez,8,10,0,125.0,,Unknown
SE Marsh,Mustafizur Rahman,3,0,1,0.0,lbw,Unknown
SE Marsh,NB Singh,6,6,0,100.0,,Unknown
SE Marsh,NLTC Perera,8,12,0,150.0,,Unknown
SE Marsh,NM Coulter-Nile,13,12,0,92.3076923076923,,Unknown
SE Marsh,P Amarnath,9,21,0,233.33333333333334,,Unknown
SE Marsh,P Kumar,25,16,0,64.0,,Unknown
SE Marsh,P Negi,7,6,1,85.71428571428571,caught,Unknown
SE Marsh,PJ Sangwan,3,1,1,33.33333333333333,caught,Unknown
SE Marsh,PP Chawla,5,7,0,140.0,,Unknown
SE Marsh,PP Ojha,23,27,1,117.3913043478261,caught,Unknown
SE Marsh,PV Tambe,14,16,1,114.28571428571428,caught,Unknown
SE Marsh,Pankaj Singh,10,25,0,250.0,,Unknown
SE Marsh,R Ashwin,26,17,0,65.38461538461539,,Unknown
SE Marsh,R Bhatia,6,7,0,116.66666666666667,,Unknown
SE Marsh,R Dhawan,11,16,0,145.45454545454547,,Unknown
SE Marsh,R McLaren,8,12,0,150.0,,Unknown
SE Marsh,R Rampaul,3,1,1,33.33333333333333,caught,Unknown
SE Marsh,R Tewatia,26,46,1,176.9230769230769,run out,Unknown
SE Marsh,R Vinay Kumar,22,23,1,104.54545454545455,caught,Unknown
SE Marsh,RA Jadeja,14,16,0,114.28571428571428,,Unknown
SE Marsh,RG Sharma,16,17,0,106.25,,Unknown
SE Marsh,RJ Harris,1,0,1,0.0,caught,Unknown
SE Marsh,RP Singh,32,59,0,184.375,,Unknown
SE Marsh,Rashid Khan,12,11,0,91.66666666666666,,Spin
SE Marsh,S Aravind,23,23,1,100.0,caught and bowled,Unknown
SE Marsh,S Dhawan,7,5,1,71.42857142857143,bowled,Unknown
SE Marsh,S Gopal,6,17,0,283.33333333333337,,Unknown
SE Marsh,S Kaul,24,28,0,116.66666666666667,,Unknown
SE Marsh,S Kaushik,2,1,1,50.0,caught,Unknown
SE Marsh,S Randiv,8,7,1,87.5,run out,Unknown
SE Marsh,S Sreesanth,8,6,0,75.0,,Unknown
SE Marsh,S Sriram,5,24,0,480.0,,Unknown
SE Marsh,S Tyagi,4,2,0,50.0,,Unknown
SE Marsh,SB Bangar,17,21,1,123.52941176470588,run out,Unknown
SE Marsh,SB Jakati,11,28,0,254.54545454545453,,Unknown
SE Marsh,SB Styris,12,7,1,58.333333333333336,caught,Unknown
SE Marsh,SD Chitnis,12,21,1,175.0,caught,Unknown
SE Marsh,SK Raina,25,45,0,180.0,,Unknown
SE Marsh,SK Trivedi,28,34,0,121.42857142857142,,Unknown
SE Marsh,SK Warne,10,27,0,270.0,,Unknown
SE Marsh,SL Malinga,32,34,2,106.25,"bowled, caught",Unknown
SE Marsh,SM Pollock,11,7,0,63.63636363636363,,Unknown
SE Marsh,SN Thakur,7,5,1,71.42857142857143,caught,Unknown
SE Marsh,SP Narine,21,18,1,85.71428571428571,bowled,Unknown
SE Marsh,SR Watson,49,69,2,140.81632653061226,"caught, caught and bowled",Unknown
SE Marsh,SS Agarwal,5,13,0,260.0,,Unknown
SE Marsh,STR Binny,10,15,0,150.0,,Unknown
SE Marsh,SW Tait,13,5,0,38.46153846153847,,Unknown
SE Marsh,Shahid Afridi,11,21,0,190.9090909090909,,Unknown
SE Marsh,Shakib Al Hasan,10,11,0,110.00000000000001,,Unknown
SE Marsh,TA Boult,5,1,0,20.0,,Unknown
SE Marsh,TG Southee,3,1,1,33.33333333333333,caught,Unknown
SE Marsh,TL Suman,11,13,0,118.18181818181819,,Unknown
SE Marsh,UT Yadav,13,17,1,130.76923076923077,run out,Unknown
SE Marsh,Umar Gul,7,4,0,57.14285714285714,,Unknown
SE Marsh,V Kohli,7,11,0,157.14285714285714,,Unknown
SE Marsh,VR Aaron,16,23,1,143.75,caught,Unknown
SE Marsh,VS Malik,6,8,1,133.33333333333331,caught,Unknown
SE Marsh,VS Yeligati,9,14,0,155.55555555555557,,Unknown
SE Marsh,Y Nagar,5,15,0,300.0,,Unknown
SE Marsh,Y Venugopal Rao,14,23,0,164.28571428571428,,Unknown
SE Marsh,YK Pathan,14,23,0,164.28571428571428,,Unknown
SE Marsh,Z Khan,36,41,2,113.88888888888889,bowled,Unknown
SE Rutherford,AD Russell,3,2,0,66.66666666666666,,Unknown
SE Rutherford,B Kumar,6,7,1,116.66666666666667,caught,Unknown
SE Rutherford,Basil Thampi,1,1,0,100.0,,Unknown
SE Rutherford,CV Varun,10,15,0,150.0,,Unknown
SE Rutherford,DJ Bravo,4,3,0,75.0,,Unknown
SE Rutherford,DS Kulkarni,4,11,1,275.0,caught,Unknown
SE Rutherford,Harbhajan Singh,3,7,1,233.33333333333334,caught,Unknown
SE Rutherford,IS Sodhi,1,1,0,100.0,,Unknown
SE Rutherford,Imran Tahir,9,2,1,22.22222222222222,caught,Unknown
SE Rutherford,MP Stoinis,4,8,0,200.0,,Unknown
SE Rutherford,Mohammad Nabi,3,1,0,33.33333333333333,,Unknown
SE Rutherford,Mohammed Shami,1,1,0,100.0,,Unknown
SE Rutherford,Navdeep Saini,6,12,0,200.0,,Unknown
SE Rutherford,R Ashwin,6,2,0,33.33333333333333,,Unknown
SE Rutherford,Rashid Khan,2,0,0,0.0,,Spin
SE Rutherford,S Gopal,3,6,1,200.0,caught,Unknown
SE Rutherford,SM Curran,1,1,0,100.0,,Unknown
SE Rutherford,SP Narine,12,6,0,50.0,,Unknown
SE Rutherford,TA Boult,1,0,1,0.0,caught,Unknown
SE Rutherford,TG Southee,9,2,1,22.22222222222222,caught,Unknown
SE Rutherford,UT Yadav,8,10,0,125.0,,Unknown
SE Rutherford,VR Aaron,4,4,0,100.0,,Unknown
SE Rutherford,Washington Sundar,3,2,0,66.66666666666666,,Unknown
SE Rutherford,YS Chahal,3,2,0,66.66666666666666,,Unknown
SH Johnson,M Pathirana,2,1,0,50.0,,Unknown
SH Johnson,Mukesh Kumar,1,1,0,100.0,,Unknown
SH Johnson,Mustafizur Rahman,3,4,0,133.33333333333331,,Unknown
SH Johnson,Yash Thakur,1,0,0,0.0,,Unknown
SJ Srivastava,R McLaren,1,1,0,100.0,,Unknown
SJ Srivastava,SL Malinga,2,3,0,150.0,,Unknown
SJ Srivastava,SW Tait,1,0,1,0.0,bowled,Unknown
SK Raina,A Chandila,5,3,0,60.0,,Unknown
SK Raina,A Choudhary,3,2,0,66.66666666666666,,Unknown
SK Raina,A Kumble,21,13,0,61.904761904761905,,Unknown
SK Raina,A Mishra,89,122,4,137.07865168539325,"caught, stumped",Unknown
SK Raina,A Mithun,12,17,0,141.66666666666669,,Unknown
SK Raina,A Nehra,25,15,0,60.0,,Unknown
SK Raina,A Singh,15,27,2,180.0,"caught, bowled",Unknown
SK Raina,A Symonds,17,19,1,111.76470588235294,caught,Unknown
SK Raina,AA Jhunjhunwala,6,5,0,83.33333333333334,,Unknown
SK Raina,AB Agarkar,16,10,0,62.5,,Unknown
SK Raina,AB Dinda,20,37,1,185.0,caught,Unknown
SK Raina,AB McDonald,5,10,0,200.0,,Unknown
SK Raina,AD Mascarenhas,7,12,0,171.42857142857142,,Unknown
SK Raina,AD Mathews,11,21,0,190.9090909090909,,Unknown
SK Raina,AD Russell,19,22,2,115.78947368421053,caught,Unknown
SK Raina,AJ Tye,35,54,0,154.2857142857143,,Unknown
SK Raina,AL Menaria,1,1,0,100.0,,Unknown
SK Raina,AM Nayar,3,7,0,233.33333333333334,,Unknown
SK Raina,AM Salvi,1,1,0,100.0,,Unknown
SK Raina,AN Ahmed,21,26,0,123.80952380952381,,Unknown
SK Raina,AR Patel,48,63,2,131.25,"caught, bowled",Unknown
SK Raina,AS Rajpoot,13,18,0,138.46153846153845,,Unknown
SK Raina,Ankit Sharma,5,4,1,80.0,caught,Unknown
SK Raina,Anureet Singh,15,20,0,133.33333333333331,,Unknown
SK Raina,Azhar Mahmood,14,22,1,157.14285714285714,caught,Unknown
SK Raina,B Akhil,10,15,0,150.0,,Unknown
SK Raina,B Kumar,45,64,2,142.22222222222223,"caught, caught and bowled",Unknown
SK Raina,B Laughlin,6,8,0,133.33333333333331,,Unknown
SK Raina,B Lee,14,19,0,135.71428571428572,,Unknown
SK Raina,B Stanlake,9,8,0,88.88888888888889,,Unknown
SK Raina,BA Stokes,22,35,0,159.0909090909091,,Unknown
SK Raina,BAW Mendis,8,21,0,262.5,,Unknown
SK Raina,BB Sran,13,19,0,146.15384615384613,,Unknown
SK Raina,BCJ Cutting,2,5,0,250.0,,Unknown
SK Raina,BE Hendricks,5,3,0,60.0,,Unknown
SK Raina,BJ Hodge,5,2,1,40.0,bowled,Unknown
SK Raina,Bipul Sharma,4,7,0,175.0,,Unknown
SK Raina,C Sakariya,5,1,1,20.0,caught,Unknown
SK Raina,CH Gayle,25,28,1,112.00000000000001,bowled,Unknown
SK Raina,CH Morris,26,21,3,80.76923076923077,caught,Unknown
SK Raina,CJ Anderson,5,7,0,140.0,,Unknown
SK Raina,CR Brathwaite,4,3,1,75.0,caught,Unknown
SK Raina,CR Woakes,25,45,0,180.0,,Unknown
SK Raina,CRD Fernando,5,8,0,160.0,,Unknown
SK Raina,D Wiese,19,24,0,126.3157894736842,,Unknown
SK Raina,DJ Bravo,33,55,4,166.66666666666669,"caught, caught and bowled",Unknown
SK Raina,DJ Hooda,15,16,0,106.66666666666667,,Unknown
SK Raina,DJ Hussey,26,31,0,119.23076923076923,,Unknown
SK Raina,DJG Sammy,11,20,0,181.8181818181818,,Unknown
SK Raina,DL Vettori,18,29,0,161.11111111111111,,Unknown
SK Raina,DP Nannes,11,12,0,109.09090909090908,,Unknown
SK Raina,DP Vijaykumar,11,21,0,190.9090909090909,,Unknown
SK Raina,DR Smith,16,45,0,281.25,,Unknown
SK Raina,DS Kulkarni,17,19,1,111.76470588235294,bowled,Unknown
SK Raina,DT Christian,18,17,1,94.44444444444444,caught and bowled,Unknown
SK Raina,DW Steyn,27,26,1,96.29629629629629,bowled,Unknown
SK Raina,FH Edwards,4,2,0,50.0,,Unknown
SK Raina,GB Hogg,16,8,1,50.0,run out,Unknown
SK Raina,GJ Maxwell,20,13,2,65.0,"caught, bowled",Unknown
SK Raina,GS Sandhu,3,4,0,133.33333333333331,,Unknown
SK Raina,Gurkeerat Singh,11,17,0,154.54545454545453,,Unknown
SK Raina,HF Gurney,9,15,0,166.66666666666669,,Unknown
SK Raina,HH Pandya,21,32,2,152.38095238095238,"caught and bowled, caught",Unknown
SK Raina,HV Patel,36,24,2,66.66666666666666,"lbw, caught",Unknown
SK Raina,Harbhajan Singh,125,132,5,105.60000000000001,"caught and bowled, stumped, caught",Unknown
SK Raina,Harmeet Singh,16,18,1,112.5,run out,Unknown
SK Raina,Harpreet Brar,9,15,0,166.66666666666669,,Unknown
SK Raina,I Sharma,42,77,1,183.33333333333331,caught,Unknown
SK Raina,IK Pathan,43,65,1,151.1627906976744,caught,Unknown
SK Raina,IS Sodhi,10,12,1,120.0,caught,Unknown
SK Raina,Imran Tahir,11,16,1,145.45454545454547,run out,Unknown
SK Raina,Iqbal Abdulla,30,55,0,183.33333333333331,,Unknown
SK Raina,J Botha,21,19,0,90.47619047619048,,Unknown
SK Raina,J Suchith,15,27,2,180.0,caught,Unknown
SK Raina,J Syed Mohammad,5,7,1,140.0,caught,Unknown
SK Raina,J Theron,6,10,2,166.66666666666669,caught,Unknown
SK Raina,J Yadav,5,4,2,80.0,"caught, caught and bowled",Unknown
SK Raina,JA Morkel,3,6,0,200.0,,Unknown
SK Raina,JC Archer,15,12,0,80.0,,Unknown
SK Raina,JD Unadkat,34,47,2,138.23529411764704,"bowled, run out",Unknown
SK Raina,JDS Neesham,13,11,1,84.61538461538461,caught,Unknown
SK Raina,JEC Franklin,5,7,1,140.0,caught,Unknown
SK Raina,JH Kallis,64,72,2,112.5,caught,Unknown
SK Raina,JJ Bumrah,39,50,2,128.2051282051282,caught,Unknown
SK Raina,JJ van der Wath,4,6,0,150.0,,Unknown
SK Raina,JO Holder,8,11,1,137.5,lbw,Unknown
SK Raina,JP Behrendorff,13,15,1,115.38461538461537,caught,Unknown
SK Raina,JP Duminy,20,27,0,135.0,,Unknown
SK Raina,JP Faulkner,6,7,1,116.66666666666667,lbw,Unknown
SK Raina,JR Hopes,7,16,0,228.57142857142856,,Unknown
SK Raina,K Goel,7,11,0,157.14285714285714,,Unknown
SK Raina,K Gowtham,22,28,0,127.27272727272727,,Unknown
SK Raina,K Rabada,12,19,1,158.33333333333331,run out,Unknown
SK Raina,KA Pollard,51,75,2,147.05882352941177,"stumped, caught",Unknown
SK Raina,KC Cariappa,6,9,0,150.0,,Unknown
SK Raina,KH Pandya,31,44,0,141.93548387096774,,Unknown
SK Raina,KK Ahmed,4,3,0,75.0,,Unknown
SK Raina,KK Cooper,13,19,2,146.15384615384613,caught,Unknown
SK Raina,KMA Paul,1,1,0,100.0,,Unknown
SK Raina,KP Pietersen,17,11,2,64.70588235294117,run out,Unknown
SK Raina,KV Sharma,15,20,1,133.33333333333331,caught,Unknown
SK Raina,KW Richardson,4,6,0,150.0,,Unknown
SK Raina,Kamran Khan,8,20,0,250.0,,Unknown
SK Raina,Karanveer Singh,3,0,0,0.0,,Unknown
SK Raina,Kuldeep Yadav,44,51,2,115.90909090909092,caught,Unknown
SK Raina,L Balaji,17,20,1,117.64705882352942,run out,Unknown
SK Raina,LH Ferguson,5,5,0,100.0,,Unknown
SK Raina,LR Shukla,21,22,0,104.76190476190477,,Unknown
SK Raina,LRPL Taylor,3,4,0,133.33333333333331,,Unknown
