batsman,bowler,balls_faced,runs_scored,dismissals,strike_rate,avg_dismissal_type,bowler_type
DJ Bravo,JP Faulkner,18,27,0,150.0,,Unknown
DJ Bravo,Jaskaran Singh,1,1,0,100.0,,Unknown
DJ Bravo,Joginder Sharma,5,1,2,20.0,caught,Unknown
DJ Bravo,K Goel,5,3,0,60.0,,Unknown
DJ Bravo,K Kartikeya,6,9,1,150.0,caught,Unknown
DJ Bravo,K Rabada,3,4,0,133.33333333333331,,Unknown
DJ Bravo,KA Pollard,9,17,0,188.88888888888889,,Unknown
DJ Bravo,KH Pandya,5,3,0,60.0,,Unknown
DJ Bravo,KK Ahmed,1,0,1,0.0,bowled,Unknown
DJ Bravo,KK Cooper,12,23,0,191.66666666666669,,Unknown
DJ Bravo,KV Sharma,6,0,0,0.0,,Unknown
DJ Bravo,L Balaji,5,15,0,300.0,,Unknown
DJ Bravo,LR Shukla,6,7,1,116.66666666666667,caught,Unknown
DJ Bravo,LS Livingstone,1,0,1,0.0,caught and bowled,Unknown
DJ Bravo,M Ashwin,8,10,0,125.0,,Unknown
DJ Bravo,M Jansen,1,1,0,100.0,,Unknown
DJ Bravo,M Kartik,15,18,1,120.0,stumped,Unknown
DJ Bravo,M Markande,4,7,0,175.0,,Unknown
DJ Bravo,M Morkel,3,3,0,100.0,,Unknown
DJ Bravo,M Muralitharan,13,13,0,100.0,,Unknown
DJ Bravo,M de Lange,1,1,0,100.0,,Unknown
DJ Bravo,MA Starc,6,7,2,116.66666666666667,"caught, bowled",Unknown
DJ Bravo,MC Henriques,10,5,0,50.0,,Unknown
DJ Bravo,MG Johnson,7,3,0,42.857142857142854,,Unknown
DJ Bravo,MJ McClenaghan,19,35,2,184.21052631578948,caught,Unknown
DJ Bravo,MM Patel,9,14,1,155.55555555555557,caught and bowled,Unknown
DJ Bravo,MM Sharma,3,3,0,100.0,,Unknown
DJ Bravo,MS Gony,9,27,0,300.0,,Unknown
DJ Bravo,Mohammad Hafeez,3,6,0,200.0,,Unknown
DJ Bravo,Mohammed Shami,4,5,0,125.0,,Unknown
DJ Bravo,Mohammed Siraj,3,2,0,66.66666666666666,,Unknown
DJ Bravo,Mustafizur Rahman,12,19,1,158.33333333333331,run out,Unknown
DJ Bravo,Navdeep Saini,1,0,1,0.0,caught,Unknown
DJ Bravo,P Amarnath,6,13,0,216.66666666666666,,Unknown
DJ Bravo,P Awana,19,14,0,73.68421052631578,,Unknown
DJ Bravo,P Kumar,19,27,1,142.10526315789474,caught,Unknown
DJ Bravo,P Suyal,8,9,1,112.5,caught,Unknown
DJ Bravo,PJ Cummins,3,4,0,133.33333333333331,,Unknown
DJ Bravo,PJ Sangwan,7,6,0,85.71428571428571,,Unknown
DJ Bravo,PP Chawla,44,45,2,102.27272727272727,"bowled, caught",Unknown
DJ Bravo,PP Ojha,37,39,3,105.40540540540539,"bowled, caught",Unknown
DJ Bravo,PV Tambe,11,24,0,218.18181818181816,,Unknown
DJ Bravo,Pankaj Singh,2,1,0,50.0,,Unknown
DJ Bravo,R Ashwin,1,0,0,0.0,,Unknown
DJ Bravo,R Bhatia,26,31,0,119.23076923076923,,Unknown
DJ Bravo,R Dhawan,5,5,1,100.0,caught,Unknown
DJ Bravo,R Rampaul,4,8,1,200.0,lbw,Unknown
DJ Bravo,R Sharma,4,1,0,25.0,,Unknown
DJ Bravo,R Vinay Kumar,29,46,2,158.6206896551724,"lbw, caught",Unknown
DJ Bravo,RD Chahar,9,10,0,111.11111111111111,,Unknown
DJ Bravo,RE van der Merwe,18,30,0,166.66666666666669,,Unknown
DJ Bravo,RJ Harris,9,8,1,88.88888888888889,caught,Unknown
DJ Bravo,RP Meredith,4,1,0,25.0,,Unknown
DJ Bravo,RP Singh,22,20,3,90.9090909090909,"caught, bowled",Unknown
DJ Bravo,RR Powar,4,2,1,50.0,caught,Unknown
DJ Bravo,RS Bopara,4,8,1,200.0,caught and bowled,Unknown
DJ Bravo,Rashid Khan,5,2,1,40.0,caught,Spin
DJ Bravo,S Gopal,2,1,0,50.0,,Unknown
DJ Bravo,S Kaul,3,3,0,100.0,,Unknown
DJ Bravo,S Ladda,3,8,1,266.66666666666663,caught,Unknown
DJ Bravo,S Nadeem,13,5,0,38.46153846153847,,Unknown
DJ Bravo,S Sreesanth,13,29,0,223.0769230769231,,Unknown
DJ Bravo,S Tyagi,4,6,1,150.0,caught,Unknown
DJ Bravo,SB Bangar,6,15,0,250.0,,Unknown
DJ Bravo,SC Ganguly,6,9,0,150.0,,Unknown
DJ Bravo,SE Bond,4,3,0,75.0,,Unknown
DJ Bravo,SK Raina,1,1,0,100.0,,Unknown
DJ Bravo,SK Trivedi,5,2,1,40.0,caught,Unknown
DJ Bravo,SK Warne,3,1,0,33.33333333333333,,Unknown
DJ Bravo,SL Malinga,27,46,3,170.37037037037038,"bowled, caught, caught and bowled",Unknown
DJ Bravo,SP Narine,2,2,0,100.0,,Unknown
DJ Bravo,SR Watson,17,28,2,164.70588235294116,"caught, bowled",Unknown
DJ Bravo,STR Binny,2,2,0,100.0,,Unknown
DJ Bravo,Shahid Afridi,10,19,0,190.0,,Unknown
DJ Bravo,Shakib Al Hasan,4,4,0,100.0,,Unknown
DJ Bravo,Shoaib Ahmed,2,4,0,200.0,,Unknown
DJ Bravo,Shoaib Malik,1,0,1,0.0,caught,Unknown
DJ Bravo,T Natarajan,2,2,0,100.0,,Unknown
DJ Bravo,TA Boult,11,31,1,281.8181818181818,caught,Unknown
DJ Bravo,TK Curran,1,1,0,100.0,,Unknown
DJ Bravo,TL Suman,4,2,1,50.0,caught,Unknown
DJ Bravo,TP Sudhindra,6,16,0,266.66666666666663,,Unknown
DJ Bravo,UT Yadav,16,23,2,143.75,"bowled, run out",Unknown
DJ Bravo,V Kohli,3,4,0,133.33333333333331,,Unknown
DJ Bravo,V Sehwag,1,1,0,100.0,,Unknown
DJ Bravo,VR Aaron,6,23,0,383.33333333333337,,Unknown
DJ Bravo,VRV Singh,4,9,0,225.0,,Unknown
DJ Bravo,VS Malik,2,1,0,50.0,,Unknown
DJ Bravo,Y Venugopal Rao,13,18,0,138.46153846153845,,Unknown
DJ Bravo,YA Abdulla,12,1,0,8.333333333333332,,Unknown
DJ Bravo,YK Pathan,8,8,0,100.0,,Unknown
DJ Bravo,YS Chahal,5,4,1,80.0,lbw,Unknown
DJ Bravo,Yuvraj Singh,18,19,0,105.55555555555556,,Unknown
DJ Bravo,Z Khan,7,10,0,142.85714285714286,,Unknown
DJ Harris,A Mithun,7,5,0,71.42857142857143,,Unknown
DJ Harris,AD Russell,6,8,0,133.33333333333331,,Unknown
DJ Harris,Azhar Mahmood,5,3,0,60.0,,Unknown
DJ Harris,DE Bollinger,4,8,1,200.0,caught,Unknown
DJ Harris,DJ Hussey,1,0,1,0.0,caught,Unknown
DJ Harris,J Syed Mohammad,5,10,0,200.0,,Unknown
DJ Harris,JA Morkel,1,1,0,100.0,,Unknown
DJ Harris,M Morkel,8,6,1,75.0,caught,Unknown
DJ Harris,M Muralitharan,12,5,0,41.66666666666667,,Unknown
DJ Harris,P Awana,4,3,0,75.0,,Unknown
DJ Harris,P Kumar,6,2,0,33.33333333333333,,Unknown
DJ Harris,P Parameswaran,3,2,0,66.66666666666666,,Unknown
DJ Harris,PP Chawla,7,9,0,128.57142857142858,,Unknown
DJ Harris,R Ashwin,9,6,0,66.66666666666666,,Unknown
DJ Harris,RR Powar,7,13,0,185.71428571428572,,Unknown
DJ Harris,TM Dilshan,5,16,0,320.0,,Unknown
DJ Harris,VR Aaron,3,5,0,166.66666666666669,,Unknown
DJ Harris,Z Khan,10,9,0,90.0,,Unknown
DJ Hooda,A Choudhary,4,10,0,250.0,,Unknown
DJ Hooda,A Mishra,10,8,0,80.0,,Unknown
DJ Hooda,A Nortje,4,2,0,50.0,,Unknown
DJ Hooda,A Zampa,2,6,1,300.0,stumped,Unknown
DJ Hooda,AB Dinda,3,8,0,266.66666666666663,,Unknown
DJ Hooda,AD Mathews,5,17,0,340.0,,Unknown
DJ Hooda,AD Russell,12,5,2,41.66666666666667,caught,Unknown
DJ Hooda,AF Milne,4,6,0,150.0,,Unknown
DJ Hooda,AJ Tye,4,4,1,100.0,caught,Unknown
DJ Hooda,AR Patel,48,62,0,129.16666666666669,,Unknown
DJ Hooda,AS Joseph,12,10,1,83.33333333333334,bowled,Unknown
DJ Hooda,AS Roy,9,14,0,155.55555555555557,,Unknown
DJ Hooda,Abdul Samad,6,9,0,150.0,,Unknown
DJ Hooda,Abhishek Sharma,3,2,1,66.66666666666666,lbw,Unknown
DJ Hooda,Akash Madhwal,2,2,0,100.0,,Unknown
DJ Hooda,Anureet Singh,9,19,1,211.11111111111111,bowled,Unknown
DJ Hooda,Arshdeep Singh,2,5,0,250.0,,Unknown
DJ Hooda,Avesh Khan,11,19,0,172.72727272727272,,Unknown
DJ Hooda,B Kumar,9,8,1,88.88888888888889,caught and bowled,Unknown
DJ Hooda,BCJ Cutting,10,14,0,140.0,,Unknown
DJ Hooda,C Green,1,1,0,100.0,,Unknown
DJ Hooda,C Sakariya,15,22,0,146.66666666666666,,Unknown
DJ Hooda,CH Morris,12,16,2,133.33333333333331,"bowled, caught",Unknown
DJ Hooda,CJ Jordan,3,3,0,100.0,,Unknown
DJ Hooda,CR Woakes,5,5,0,100.0,,Unknown
DJ Hooda,CV Varun,1,0,1,0.0,lbw,Unknown
DJ Hooda,D Pretorius,3,2,0,66.66666666666666,,Unknown
DJ Hooda,D Wiese,6,4,1,66.66666666666666,caught,Unknown
DJ Hooda,DJ Bravo,22,27,3,122.72727272727273,"caught, lbw",Unknown
DJ Hooda,DJ Willey,3,3,0,100.0,,Unknown
DJ Hooda,DL Chahar,13,7,2,53.84615384615385,caught,Unknown
DJ Hooda,DR Sams,6,4,0,66.66666666666666,,Unknown
DJ Hooda,DS Kulkarni,2,1,0,50.0,,Unknown
DJ Hooda,Fazalhaq Farooqi,3,1,0,33.33333333333333,,Unknown
DJ Hooda,G Coetzee,4,5,0,125.0,,Unknown
DJ Hooda,GJ Maxwell,5,14,0,280.0,,Unknown
DJ Hooda,HH Pandya,31,44,1,141.93548387096774,caught,Unknown
DJ Hooda,HV Patel,12,11,0,91.66666666666666,,Unknown
DJ Hooda,Harbhajan Singh,3,1,1,33.33333333333333,caught,Unknown
DJ Hooda,Harpreet Brar,2,2,0,100.0,,Unknown
DJ Hooda,Harshit Rana,4,10,0,250.0,,Unknown
DJ Hooda,I Sharma,5,2,2,40.0,"caught, lbw",Unknown
DJ Hooda,Imran Tahir,13,19,1,146.15384615384613,caught,Unknown
DJ Hooda,Iqbal Abdulla,2,0,1,0.0,bowled,Unknown
DJ Hooda,JC Archer,1,1,0,100.0,,Unknown
DJ Hooda,JD Unadkat,18,30,2,166.66666666666669,"caught and bowled, caught",Unknown
DJ Hooda,JJ Bumrah,24,27,1,112.5,caught,Unknown
DJ Hooda,JO Holder,3,7,1,233.33333333333334,caught,Unknown
DJ Hooda,JP Behrendorff,13,9,1,69.23076923076923,caught,Unknown
DJ Hooda,JR Hazlewood,5,11,0,220.00000000000003,,Unknown
DJ Hooda,K Rabada,14,16,0,114.28571428571428,,Unknown
DJ Hooda,KA Jamieson,2,1,0,50.0,,Unknown
DJ Hooda,KA Pollard,4,4,0,100.0,,Unknown
DJ Hooda,KC Cariappa,1,1,0,100.0,,Unknown
DJ Hooda,KH Pandya,14,13,0,92.85714285714286,,Unknown
DJ Hooda,KK Ahmed,2,2,0,100.0,,Unknown
DJ Hooda,KMA Paul,3,1,1,33.33333333333333,run out,Unknown
DJ Hooda,KR Sen,4,1,1,25.0,bowled,Unknown
DJ Hooda,KV Sharma,9,10,2,111.11111111111111,caught,Unknown
DJ Hooda,Karanveer Singh,8,17,0,212.5,,Unknown
DJ Hooda,Kartik Tyagi,2,0,1,0.0,caught,Unknown
DJ Hooda,Kuldeep Yadav,33,43,3,130.3030303030303,"run out, caught",Unknown
DJ Hooda,L Ngidi,13,29,1,223.0769230769231,caught,Unknown
DJ Hooda,LH Ferguson,8,3,0,37.5,,Unknown
DJ Hooda,LS Livingstone,8,15,0,187.5,,Unknown
DJ Hooda,Lalit Yadav,3,4,0,133.33333333333331,,Unknown
DJ Hooda,M Markande,4,6,0,150.0,,Unknown
DJ Hooda,M Morkel,2,2,0,100.0,,Unknown
DJ Hooda,M Pathirana,5,11,0,220.00000000000003,,Unknown
DJ Hooda,M Prasidh Krishna,5,5,1,100.0,caught,Unknown
DJ Hooda,MA Starc,9,5,1,55.55555555555556,caught,Unknown
DJ Hooda,MC Henriques,2,1,0,50.0,,Unknown
DJ Hooda,MG Johnson,1,1,0,100.0,,Unknown
DJ Hooda,MJ McClenaghan,4,6,0,150.0,,Unknown
DJ Hooda,MJ Santner,3,1,1,33.33333333333333,caught,Unknown
DJ Hooda,MM Ali,3,1,0,33.33333333333333,,Unknown
DJ Hooda,MM Sharma,17,14,3,82.35294117647058,"caught, run out",Unknown
DJ Hooda,MP Stoinis,4,10,0,250.0,,Unknown
DJ Hooda,MR Marsh,3,0,0,0.0,,Unknown
DJ Hooda,Mohammed Shami,8,19,1,237.5,caught,Unknown
DJ Hooda,Mohammed Siraj,6,2,1,33.33333333333333,caught,Unknown
DJ Hooda,Mujeeb Ur Rahman,1,1,0,100.0,,Unknown
DJ Hooda,Mukesh Kumar,5,4,0,80.0,,Unknown
DJ Hooda,Mustafizur Rahman,17,23,0,135.29411764705884,,Unknown
DJ Hooda,N Burger,4,11,0,275.0,,Unknown
DJ Hooda,N Wadhera,5,8,0,160.0,,Unknown
DJ Hooda,NLTC Perera,5,1,0,20.0,,Unknown
DJ Hooda,NM Coulter-Nile,18,23,1,127.77777777777777,hit wicket,Unknown
DJ Hooda,OC McCoy,6,9,0,150.0,,Unknown
DJ Hooda,P Negi,7,11,0,157.14285714285714,,Unknown
DJ Hooda,PP Chawla,20,18,1,90.0,caught,Unknown
DJ Hooda,PWH de Silva,13,20,2,153.84615384615387,"bowled, stumped",Unknown
DJ Hooda,R Ashwin,35,32,3,91.42857142857143,caught,Unknown
DJ Hooda,R Dhawan,10,10,0,100.0,,Unknown
DJ Hooda,R Parag,1,0,0,0.0,,Unknown
DJ Hooda,R Sai Kishore,6,4,0,66.66666666666666,,Unknown
DJ Hooda,R Sathish,4,4,0,100.0,,Unknown
DJ Hooda,R Shepherd,6,8,1,133.33333333333331,caught,Unknown
DJ Hooda,R Tewatia,6,6,0,100.0,,Unknown
DJ Hooda,RA Jadeja,22,24,1,109.09090909090908,caught,Unknown
DJ Hooda,RD Chahar,19,22,0,115.78947368421053,,Unknown
DJ Hooda,RP Meredith,1,0,1,0.0,caught,Unknown
DJ Hooda,RS Bopara,4,4,0,100.0,,Unknown
DJ Hooda,Rashid Khan,33,32,4,96.96969696969697,"stumped, lbw, run out, caught",Spin
DJ Hooda,S Aravind,5,2,1,40.0,caught,Unknown
DJ Hooda,S Dube,4,13,0,325.0,,Unknown
DJ Hooda,S Gopal,12,38,0,316.66666666666663,,Unknown
DJ Hooda,S Kaushik,9,8,0,88.88888888888889,,Unknown
DJ Hooda,S Lamichhane,3,3,1,100.0,caught,Unknown
DJ Hooda,SL Malinga,2,0,2,0.0,"bowled, caught",Unknown
DJ Hooda,SM Curran,9,7,0,77.77777777777779,,Unknown
DJ Hooda,SN Thakur,37,53,2,143.24324324324326,"caught, caught and bowled",Unknown
DJ Hooda,SP Narine,26,29,2,111.53846153846155,"stumped, caught",Unknown
DJ Hooda,SR Watson,3,2,1,66.66666666666666,run out,Unknown
DJ Hooda,Sandeep Sharma,17,10,1,58.82352941176471,caught,Unknown
DJ Hooda,Shahbaz Ahmed,21,22,1,104.76190476190477,caught,Unknown
DJ Hooda,Shakib Al Hasan,3,3,0,100.0,,Unknown
DJ Hooda,Shivam Mavi,13,14,1,107.6923076923077,caught,Unknown
DJ Hooda,Shivam Sharma,3,4,1,133.33333333333331,bowled,Unknown
DJ Hooda,Sikandar Raza,1,0,1,0.0,lbw,Unknown
DJ Hooda,T Natarajan,9,10,0,111.11111111111111,,Unknown
DJ Hooda,T Shamsi,1,1,0,100.0,,Unknown
DJ Hooda,TA Boult,43,60,0,139.53488372093022,,Unknown
DJ Hooda,TG Southee,1,1,0,100.0,,Unknown
DJ Hooda,TS Mills,8,13,0,162.5,,Unknown
DJ Hooda,UT Yadav,1,4,0,400.0,,Unknown
DJ Hooda,Umran Malik,10,27,0,270.0,,Unknown
DJ Hooda,V Shankar,3,5,0,166.66666666666669,,Unknown
DJ Hooda,VG Arora,5,6,0,120.0,,Unknown
DJ Hooda,VR Aaron,6,17,0,283.33333333333337,,Unknown
DJ Hooda,WD Parnell,4,5,1,125.0,caught,Unknown
DJ Hooda,Washington Sundar,2,2,0,100.0,,Unknown
DJ Hooda,YS Chahal,39,51,3,130.76923076923077,"caught, stumped",Unknown
DJ Hooda,Yash Dayal,5,9,0,180.0,,Unknown
DJ Hooda,Yuvraj Singh,2,2,0,100.0,,Unknown
DJ Hooda,Z Khan,2,7,0,350.0,,Unknown
DJ Hussey,A Ashish Reddy,2,1,0,50.0,,Unknown
DJ Hussey,A Chandila,4,8,0,200.0,,Unknown
DJ Hussey,A Kumble,11,25,1,227.27272727272728,run out,Unknown
DJ Hussey,A Mishra,36,53,0,147.22222222222223,,Unknown
DJ Hussey,A Nehra,11,10,1,90.9090909090909,caught,Unknown
DJ Hussey,A Singh,6,8,0,133.33333333333331,,Unknown
DJ Hussey,A Symonds,16,20,1,125.0,run out,Unknown
DJ Hussey,AA Chavan,5,8,0,160.0,,Unknown
DJ Hussey,AA Noffke,4,1,1,25.0,caught,Unknown
DJ Hussey,AB Agarkar,2,4,0,200.0,,Unknown
DJ Hussey,AB McDonald,16,13,0,81.25,,Unknown
DJ Hussey,AG Murtaza,9,10,0,111.11111111111111,,Unknown
DJ Hussey,AM Salvi,2,1,1,50.0,caught,Unknown
DJ Hussey,AN Ahmed,3,2,0,66.66666666666666,,Unknown
DJ Hussey,AUK Pathan,4,13,0,325.0,,Unknown
DJ Hussey,B Akhil,5,2,1,40.0,bowled,Unknown
DJ Hussey,B Kumar,4,3,0,75.0,,Unknown
DJ Hussey,B Lee,4,2,0,50.0,,Unknown
DJ Hussey,CH Morris,11,12,0,109.09090909090908,,Unknown
DJ Hussey,CJ McKay,8,17,0,212.5,,Unknown
DJ Hussey,CK Langeveldt,1,0,0,0.0,,Unknown
DJ Hussey,CL White,3,6,0,200.0,,Unknown
DJ Hussey,CRD Fernando,4,1,0,25.0,,Unknown
DJ Hussey,DE Bollinger,3,0,0,0.0,,Unknown
DJ Hussey,DJ Bravo,20,24,1,120.0,caught,Unknown
DJ Hussey,DJ Harris,5,1,0,20.0,,Unknown
DJ Hussey,DJG Sammy,3,9,0,300.0,,Unknown
DJ Hussey,DL Vettori,22,20,0,90.9090909090909,,Unknown
DJ Hussey,DP Nannes,5,7,0,140.0,,Unknown
DJ Hussey,DP Vijaykumar,3,4,0,133.33333333333331,,Unknown
DJ Hussey,DS Kulkarni,12,23,0,191.66666666666669,,Unknown
DJ Hussey,DT Christian,2,7,0,350.0,,Unknown
DJ Hussey,DW Steyn,13,12,0,92.3076923076923,,Unknown
DJ Hussey,GD McGrath,6,9,0,150.0,,Unknown
DJ Hussey,Gagandeep Singh,17,33,1,194.11764705882354,caught,Unknown
DJ Hussey,HV Patel,11,19,1,172.72727272727272,bowled,Unknown
DJ Hussey,Harbhajan Singh,28,30,0,107.14285714285714,,Unknown
DJ Hussey,Harmeet Singh,5,20,0,400.0,,Unknown
DJ Hussey,I Sharma,6,8,1,133.33333333333331,caught,Unknown
DJ Hussey,IK Pathan,30,47,0,156.66666666666666,,Unknown
DJ Hussey,Iqbal Abdulla,5,5,1,100.0,lbw,Unknown
DJ Hussey,J Botha,5,3,1,60.0,caught,Unknown
DJ Hussey,JA Morkel,5,3,1,60.0,caught,Unknown
DJ Hussey,JD Ryder,8,10,0,125.0,,Unknown
DJ Hussey,JD Unadkat,4,5,0,125.0,,Unknown
DJ Hussey,JEC Franklin,3,4,0,133.33333333333331,,Unknown
DJ Hussey,JH Kallis,12,14,1,116.66666666666667,caught,Unknown
DJ Hussey,JJ Bumrah,10,13,0,130.0,,Unknown
DJ Hussey,JP Duminy,1,1,0,100.0,,Unknown
DJ Hussey,JP Faulkner,4,6,0,150.0,,Unknown
DJ Hussey,JR Hopes,16,34,1,212.5,caught,Unknown
DJ Hussey,Jaskaran Singh,2,4,1,200.0,caught,Unknown
DJ Hussey,KA Pollard,23,26,1,113.04347826086956,caught,Unknown
DJ Hussey,KAJ Roach,4,8,0,200.0,,Unknown
DJ Hussey,KK Cooper,7,14,0,200.0,,Unknown
DJ Hussey,KP Appanna,10,22,0,220.00000000000003,,Unknown
DJ Hussey,KV Sharma,10,9,0,90.0,,Unknown
DJ Hussey,L Balaji,8,8,0,100.0,,Unknown
DJ Hussey,M Kartik,4,2,1,50.0,caught,Unknown
DJ Hussey,M Morkel,9,13,1,144.44444444444443,run out,Unknown
DJ Hussey,M Muralitharan,12,8,1,66.66666666666666,caught,Unknown
DJ Hussey,M Ntini,1,0,1,0.0,bowled,Unknown
DJ Hussey,MA Starc,3,1,0,33.33333333333333,,Unknown
DJ Hussey,MC Henriques,1,1,0,100.0,,Unknown
DJ Hussey,MF Maharoof,12,12,1,100.0,caught,Unknown
DJ Hussey,MG Johnson,1,1,0,100.0,,Unknown
DJ Hussey,MK Tiwary,3,3,0,100.0,,Unknown
DJ Hussey,MM Patel,25,20,2,80.0,caught,Unknown
DJ Hussey,MM Sharma,3,5,0,166.66666666666669,,Unknown
DJ Hussey,MS Gony,9,9,0,100.0,,Unknown
DJ Hussey,NLTC Perera,9,9,0,100.0,,Unknown
DJ Hussey,P Amarnath,1,0,1,0.0,caught,Unknown
DJ Hussey,P Awana,3,1,1,33.33333333333333,caught,Unknown
DJ Hussey,P Kumar,5,17,0,340.0,,Unknown
DJ Hussey,P Negi,5,7,0,140.0,,Unknown
DJ Hussey,PJ Sangwan,1,1,0,100.0,,Unknown
DJ Hussey,PP Chawla,7,4,2,57.14285714285714,bowled,Unknown
DJ Hussey,PP Ojha,40,41,1,102.49999999999999,caught,Unknown
DJ Hussey,Parvez Rasool,7,6,0,85.71428571428571,,Unknown
DJ Hussey,R Ashwin,17,18,3,105.88235294117648,"stumped, caught",Unknown
DJ Hussey,R Bhatia,46,41,0,89.13043478260869,,Unknown
DJ Hussey,R McLaren,4,9,0,225.0,,Unknown
DJ Hussey,R Vinay Kumar,13,15,0,115.38461538461537,,Unknown
DJ Hussey,RA Jadeja,9,11,0,122.22222222222223,,Unknown
DJ Hussey,RE van der Merwe,10,6,0,60.0,,Unknown
DJ Hussey,RG Sharma,4,3,0,75.0,,Unknown
DJ Hussey,RJ Harris,1,1,0,100.0,,Unknown
DJ Hussey,RP Singh,22,36,0,163.63636363636365,,Unknown
DJ Hussey,RR Powar,3,1,0,33.33333333333333,,Unknown
DJ Hussey,S Ladda,1,1,0,100.0,,Unknown
DJ Hussey,S Rana,2,2,0,100.0,,Unknown
DJ Hussey,S Sreesanth,13,14,1,107.6923076923077,run out,Unknown
DJ Hussey,SB Bangar,13,8,0,61.53846153846154,,Unknown
DJ Hussey,SB Joshi,3,2,0,66.66666666666666,,Unknown
DJ Hussey,SB Styris,12,18,0,150.0,,Unknown
DJ Hussey,SJ Srivastava,3,5,0,166.66666666666669,,Unknown
DJ Hussey,SK Trivedi,28,35,4,125.0,"bowled, caught",Unknown
DJ Hussey,SK Warne,16,17,0,106.25,,Unknown
DJ Hussey,SL Malinga,3,9,0,300.0,,Unknown
DJ Hussey,SM Pollock,6,9,1,150.0,caught,Unknown
DJ Hussey,SMSM Senanayake,5,7,0,140.0,,Unknown
DJ Hussey,SP Narine,9,6,1,66.66666666666666,caught,Unknown
DJ Hussey,SR Watson,2,0,1,0.0,bowled,Unknown
DJ Hussey,ST Jayasuriya,7,5,1,71.42857142857143,caught,Unknown
DJ Hussey,SW Tait,3,4,0,133.33333333333331,,Unknown
DJ Hussey,Shakib Al Hasan,17,21,0,123.52941176470588,,Unknown
DJ Hussey,Sohail Tanvir,4,5,0,125.0,,Unknown
DJ Hussey,TP Sudhindra,6,16,0,266.66666666666663,,Unknown
DJ Hussey,UT Yadav,25,10,3,40.0,"caught, run out",Unknown
DJ Hussey,V Pratap Singh,7,7,1,100.0,caught,Unknown
DJ Hussey,V Sehwag,1,1,0,100.0,,Unknown
DJ Hussey,VR Aaron,14,8,0,57.14285714285714,,Unknown
DJ Hussey,VRV Singh,15,20,0,133.33333333333331,,Unknown
DJ Hussey,VY Mahesh,5,4,0,80.0,,Unknown
DJ Hussey,WPUJC Vaas,6,13,0,216.66666666666666,,Unknown
DJ Hussey,Y Venugopal Rao,11,13,0,118.18181818181819,,Unknown
DJ Hussey,YK Pathan,10,9,1,90.0,bowled,Unknown
DJ Hussey,YS Chahal,7,11,0,157.14285714285714,,Unknown
DJ Hussey,Z Khan,8,7,1,87.5,run out,Unknown
DJ Jacobs,A Mishra,4,5,0,125.0,,Unknown
DJ Jacobs,A Singh,7,3,1,42.857142857142854,bowled,Unknown
DJ Jacobs,AB Dinda,4,1,0,25.0,,Unknown
DJ Jacobs,AL Menaria,4,2,0,50.0,,Unknown
DJ Jacobs,BA Bhatt,3,2,0,66.66666666666666,,Unknown
DJ Jacobs,Bipul Sharma,1,0,1,0.0,bowled,Unknown
DJ Jacobs,DL Vettori,3,2,0,66.66666666666666,,Unknown
DJ Jacobs,DP Nannes,2,0,1,0.0,bowled,Unknown
DJ Jacobs,DT Christian,4,10,0,250.0,,Unknown
DJ Jacobs,DW Steyn,2,0,0,0.0,,Unknown
DJ Jacobs,I Sharma,6,10,1,166.66666666666669,caught,Unknown
DJ Jacobs,IK Pathan,5,0,0,0.0,,Unknown
DJ Jacobs,M Morkel,2,0,1,0.0,bowled,Unknown
DJ Jacobs,P Kumar,6,8,0,133.33333333333331,,Unknown
DJ Jacobs,PP Ojha,4,7,0,175.0,,Unknown
DJ Jacobs,S Nadeem,5,0,1,0.0,bowled,Unknown
DJ Jacobs,SR Watson,5,10,0,200.0,,Unknown
DJ Jacobs,Z Khan,12,20,0,166.66666666666669,,Unknown
DJ Malan,AR Patel,8,4,1,50.0,bowled,Unknown
DJ Malan,Avesh Khan,3,1,0,33.33333333333333,,Unknown
DJ Malan,I Sharma,5,12,0,240.0,,Unknown
DJ Malan,K Rabada,2,1,0,50.0,,Unknown
DJ Malan,Lalit Yadav,8,8,0,100.0,,Unknown
DJ Mitchell,A Nortje,1,1,0,100.0,,Unknown
DJ Mitchell,AD Russell,2,1,0,50.0,,Unknown
DJ Mitchell,AR Patel,10,14,1,140.0,caught and bowled,Unknown
DJ Mitchell,AS Joseph,3,4,0,133.33333333333331,,Unknown
DJ Mitchell,Arshdeep Singh,6,12,0,200.0,,Unknown
DJ Mitchell,B Kumar,6,9,0,150.0,,Unknown
DJ Mitchell,C Green,2,1,1,50.0,caught,Unknown
DJ Mitchell,CV Varun,5,4,0,80.0,,Unknown
DJ Mitchell,DR Sams,5,2,1,40.0,caught,Unknown
DJ Mitchell,G Coetzee,2,3,0,150.0,,Unknown
DJ Mitchell,GJ Maxwell,7,4,0,57.14285714285714,,Unknown
DJ Mitchell,HH Pandya,7,5,1,71.42857142857143,caught,Unknown
DJ Mitchell,HV Patel,8,8,1,100.0,lbw,Unknown
DJ Mitchell,Harpreet Brar,1,4,0,400.0,,Unknown
DJ Mitchell,I Sharma,1,1,0,100.0,,Unknown
DJ Mitchell,JD Unadkat,10,13,1,130.0,caught,Unknown
DJ Mitchell,JJ Bumrah,7,9,0,128.57142857142858,,Unknown
DJ Mitchell,JR Hazlewood,7,0,1,0.0,caught,Unknown
