batter,matches,total_runs,balls_faced,fours,sixes,dismissals,strike_rate,batting_average,powerplay_runs,death_overs_runs,StrikeRate_Powerplay,StrikeRate_DeathOvers,Boundary_Percentage,Impact
OF Smith,6,51,44,1,5,3,115.90909090909092,17.0,0.0,46.0,0.0,104.54545454545455,66.66666666666666,19.704545454545457
P Awana,5,5,14,0,0,3,35.714285714285715,1.6666666666666667,0.0,5.0,0.0,35.714285714285715,0.0,0.5952380952380952
P Chopra,1,8,6,2,0,1,133.33333333333331,8.0,0.0,0.0,0.0,0.0,100.0,10.666666666666664
P Dogra,12,127,137,4,5,12,92.7007299270073,10.583333333333334,0.0,50.0,0.0,36.496350364963504,36.22047244094488,9.810827250608273
P Dubey,2,23,32,2,0,1,71.875,23.0,0.0,7.0,0.0,21.875,34.78260869565217,16.53125
P Kumar,54,331,293,22,17,33,112.96928327645053,10.030303030303031,6.0,262.0,2.04778156996587,89.419795221843,57.40181268882175,11.331161443789433
P Negi,34,356,272,26,16,26,130.88235294117646,13.692307692307692,4.0,226.0,1.4705882352941175,83.08823529411765,56.17977528089888,17.920814479638008
P Parameswaran,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
P Ray Barman,1,19,24,2,0,1,79.16666666666666,19.0,0.0,0.0,0.0,0.0,42.10526315789473,15.041666666666664
P Sahu,2,19,13,1,1,0,146.15384615384613,inf,0.0,19.0,0.0,146.15384615384613,52.63157894736842,inf
P Simran Singh,34,750,508,78,40,35,147.63779527559055,21.428571428571427,493.0,43.0,97.04724409448819,8.46456692913386,73.6,31.636670416197973
PA Patel,119,2584,2062,331,46,113,125.3152279340446,22.86725663716814,1761.0,62.0,85.40252182347236,3.0067895247332688,61.91950464396285,28.656154777130197
PA Reddy,9,137,130,13,2,9,105.3846153846154,15.22222222222222,91.0,6.0,70.0,4.615384615384616,46.715328467153284,16.041880341880344
PBB Rajapaksa,13,276,184,22,15,12,150.0,23.0,77.0,2.0,41.84782608695652,1.0869565217391304,64.4927536231884,34.5
PC Valthaty,18,452,365,54,18,17,123.83561643835615,26.58823529411765,259.0,27.0,70.95890410958904,7.397260273972603,71.68141592920354,32.92570507655117
PD Collingwood,7,203,153,9,13,4,132.6797385620915,50.75,26.0,66.0,16.99346405228758,43.13725490196079,56.15763546798029,67.33496732026144
PD Salt,21,652,360,74,34,20,181.11111111111111,32.6,404.0,24.0,112.22222222222223,6.666666666666667,76.68711656441718,59.04222222222223
PJ Cummins,39,510,333,33,34,29,153.15315315315314,17.586206896551722,0.0,279.0,0.0,83.78378378378379,65.88235294117646,26.93383038210624
PJ Sangwan,14,26,43,1,0,8,60.46511627906976,3.25,0.0,22.0,0.0,51.162790697674424,15.384615384615385,1.9651162790697672
PK Garg,19,269,235,15,9,18,114.46808510638296,14.944444444444445,51.0,51.0,21.70212765957447,21.70212765957447,42.37918215613383,17.10661938534279
PM Sarvesh Kumar,1,1,2,0,0,0,50.0,inf,0.0,1.0,0.0,50.0,0.0,inf
PN Mankad,5,97,71,13,2,3,136.61971830985914,32.333333333333336,45.0,14.0,63.38028169014085,19.718309859154928,65.97938144329896,44.17370892018779
PP Chawla,83,571,482,51,19,55,118.46473029045644,10.38181818181818,15.0,389.0,3.112033195020747,80.70539419087137,55.69176882661997,12.298792908336475
PP Ojha,17,15,38,0,0,10,39.47368421052632,1.5,0.0,15.0,0.0,39.473684210526315,0.0,0.5921052631578948
PP Shaw,79,1890,1267,238,61,77,149.17127071823205,24.545454545454547,1345.0,18.0,106.15627466456196,1.420678768745067,69.73544973544973,36.61476644902059
PR Shah,8,86,80,8,2,7,107.5,12.285714285714286,30.0,18.0,37.5,22.5,51.162790697674424,13.207142857142857
PSP Handscomb,1,6,12,0,0,1,50.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
PV Tambe,6,18,37,1,0,1,48.64864864864865,18.0,0.0,12.0,0.0,32.432432432432435,22.22222222222222,8.756756756756758
PVD Chameera,6,43,27,3,3,3,159.25925925925927,14.333333333333334,0.0,39.0,0.0,144.44444444444443,69.76744186046511,22.827160493827165
PWH de Silva,14,72,73,7,1,10,98.63013698630137,7.2,0.0,42.0,0.0,57.534246575342465,47.22222222222222,7.101369863013698
Pankaj Singh,5,7,12,0,0,2,58.333333333333336,3.5,0.0,7.0,0.0,58.333333333333336,0.0,2.041666666666667
Parvez Rasool,2,12,11,1,0,1,109.09090909090908,12.0,0.0,12.0,0.0,109.09090909090908,33.33333333333333,13.09090909090909
Q de Kock,106,3150,2301,316,122,100,136.89700130378097,31.5,1839.0,115.0,79.92177314211213,4.997827031725337,63.36507936507937,43.122555410691
R Ashwin,87,788,655,59,28,58,120.3053435114504,13.586206896551724,58.0,409.0,8.854961832061068,62.44274809160305,51.26903553299492,16.344932877072917
R Bhatia,41,307,251,21,12,27,122.31075697211156,11.37037037037037,0.0,194.0,0.0,77.29083665338645,50.814332247557005,13.907186070532685
R Bishnoi,3,19,17,1,2,3,111.76470588235294,6.333333333333333,18.0,1.0,105.88235294117648,5.88235294117647,84.21052631578947,7.07843137254902
R Dhawan,22,210,184,18,7,10,114.13043478260867,21.0,0.0,140.0,0.0,76.08695652173914,54.285714285714285,23.96739130434782
R Dravid,75,1963,1664,239,26,70,117.96875,28.042857142857144,771.0,160.0,46.33413461538461,9.615384615384617,56.647987773815586,33.08180803571429
R McLaren,11,108,124,8,0,8,87.09677419354838,13.5,12.0,28.0,9.67741935483871,22.58064516129032,29.629629629629626,11.758064516129032
R Ninan,1,3,5,0,0,1,60.0,3.0,0.0,3.0,0.0,60.0,0.0,1.8
R Parag,58,1173,855,84,60,47,137.19298245614036,24.95744680851064,50.0,373.0,5.847953216374268,43.62573099415204,59.33503836317136,34.23986562150056
R Powell,22,360,241,21,28,20,149.37759336099586,18.0,0.0,193.0,0.0,80.08298755186722,70.0,26.887966804979257
R Rampaul,6,50,46,3,2,4,108.69565217391305,12.5,0.0,28.0,0.0,60.86956521739131,48.0,13.58695652173913
R Ravindra,10,218,136,21,12,9,160.29411764705884,24.22222222222222,169.0,0.0,124.26470588235294,0.0,71.55963302752293,38.826797385620914
R Sai Kishore,1,13,5,0,2,1,260.0,13.0,0.0,13.0,0.0,260.0,92.3076923076923,33.8
R Sanjay Yadav,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
R Sathish,24,269,222,22,6,16,121.17117117117118,16.8125,0.0,143.0,0.0,64.41441441441441,46.09665427509294,20.371903153153156
R Sharma,4,29,26,3,1,3,111.53846153846156,9.666666666666666,0.0,25.0,0.0,96.15384615384616,62.06896551724138,10.782051282051285
R Shepherd,9,115,60,7,10,5,191.66666666666669,23.0,0.0,90.0,0.0,150.0,76.52173913043478,44.08333333333334
R Shukla,4,19,23,2,0,2,82.6086956521739,9.5,0.0,16.0,0.0,69.56521739130434,42.10526315789473,7.8478260869565215
R Tewatia,64,1011,728,84,47,43,138.87362637362637,23.511627906976745,6.0,623.0,0.8241758241758242,85.57692307692307,61.12759643916914,32.651450293892154
R Vinay Kumar,34,260,220,17,8,20,118.1818181818182,13.0,0.0,208.0,0.0,94.54545454545455,44.61538461538462,15.363636363636367
RA Bawa,2,11,14,1,0,2,78.57142857142857,5.5,0.0,0.0,0.0,0.0,36.36363636363637,4.321428571428571
RA Jadeja,165,2582,1943,190,88,102,132.88728769943387,25.31372549019608,41.0,1313.0,2.110138960370561,67.57591353576943,49.88381099922541,33.63872321960179
RA Tripathi,93,2213,1571,219,83,81,140.86569064290262,27.320987654320987,959.0,163.0,61.043921069382556,10.37555697008275,62.087663804789884,38.48589794972142
RD Chahar,22,129,124,13,5,16,104.03225806451611,8.0625,0.0,104.0,0.0,83.87096774193549,63.565891472868216,8.387600806451612
RD Gaikwad,65,2372,1716,216,91,56,138.22843822843822,42.35714285714285,1126.0,179.0,65.61771561771562,10.431235431235432,59.44350758853288,58.549617049617034
RE Levi,5,83,67,10,4,5,123.88059701492536,16.6,62.0,0.0,92.53731343283582,0.0,77.10843373493977,20.564179104477613
RE van der Merwe,13,155,132,11,8,10,117.42424242424244,15.5,36.0,43.0,27.27272727272727,32.57575757575758,59.354838709677416,18.200757575757578
RG More,1,2,2,0,0,0,100.0,inf,0.0,2.0,0.0,100.0,0.0,inf
RG Sharma,245,6459,4864,588,273,227,132.7919407894737,28.45374449339207,2121.0,1101.0,43.60608552631579,22.635690789473685,61.774268462610316,37.78427954005333
RJ Gleeson,1,2,1,0,0,0,200.0,inf,0.0,2.0,0.0,200.0,0.0,inf
RJ Harris,20,112,106,5,3,11,105.66037735849056,10.181818181818182,0.0,82.0,0.0,77.35849056603774,33.92857142857143,10.758147512864493
RJ Peterson,4,19,15,2,1,2,126.66666666666666,9.5,0.0,18.0,0.0,120.0,73.68421052631578,12.033333333333333
RJ Quiney,7,103,97,12,3,7,106.18556701030928,14.714285714285714,65.0,0.0,67.0103092783505,0.0,64.07766990291263,15.624447717231224
RJW Topley,1,3,6,0,0,0,50.0,inf,0.0,3.0,0.0,50.0,0.0,inf
RK Bhui,4,10,26,0,0,4,38.46153846153847,2.5,0.0,0.0,0.0,0.0,0.0,0.9615384615384616
RK Singh,40,879,612,67,44,29,143.62745098039215,30.310344827586206,36.0,414.0,5.88235294117647,67.64705882352942,60.52332195676906,43.533975659229206
RM Patidar,24,798,490,51,54,24,162.85714285714286,33.25,170.0,34.0,34.69387755102041,6.938775510204081,66.16541353383458,54.15
RN ten Doeschate,19,253,178,19,13,15,142.13483146067415,16.866666666666667,5.0,170.0,2.8089887640449436,95.50561797752809,60.86956521739131,23.973408239700376
RP Meredith,2,0,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
RP Singh,24,50,68,2,1,13,73.52941176470588,3.8461538461538463,0.0,48.0,0.0,70.58823529411765,28.000000000000004,2.828054298642534
RR Bhatkal,1,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
RR Pant,110,3281,2175,297,153,96,150.85057471264366,34.177083333333336,389.0,615.0,17.885057471264368,28.27586206896552,64.18774763791527,51.55632662835249
RR Powar,6,56,50,6,1,1,112.0,56.0,0.0,53.0,0.0,106.0,53.57142857142857,62.72
RR Raje,5,20,18,1,1,1,111.11111111111111,20.0,0.0,20.0,0.0,111.11111111111111,50.0,22.22222222222222
RR Rossouw,22,471,304,45,25,21,154.9342105263158,22.428571428571427,139.0,56.0,45.723684210526315,18.421052631578945,70.06369426751591,34.74953007518797
RR Sarwan,4,73,74,6,1,3,98.64864864864865,24.33333333333333,45.0,0.0,60.810810810810814,0.0,41.0958904109589,24.0045045045045
RS Bopara,22,531,446,39,16,19,119.05829596412556,27.94736842105263,130.0,126.0,29.14798206278027,28.251121076233183,47.45762711864407,33.2736606089214
RS Gavaskar,1,2,8,0,0,1,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5
RS Sodhi,1,4,2,1,0,0,200.0,inf,0.0,4.0,0.0,200.0,100.0,inf
RT Ponting,8,77,106,3,2,7,72.64150943396226,11.0,33.0,0.0,31.132075471698112,0.0,31.16883116883117,7.9905660377358485
RV Patel,7,80,72,6,2,5,111.11111111111111,16.0,0.0,49.0,0.0,68.05555555555556,45.0,17.77777777777778
RV Uthappa,152,3845,2807,374,150,142,136.978981118632,27.0774647887324,1576.0,314.0,56.145350908443184,11.186319914499466,62.3146944083225,37.09043538036198
Rahmanullah Gurbaz,13,283,208,24,18,13,136.05769230769232,21.76923076923077,183.0,0.0,87.98076923076923,0.0,72.08480565371025,29.618713017751485
Ramandeep Singh,13,164,97,8,12,6,169.0721649484536,27.33333333333333,2.0,87.0,2.0618556701030926,89.69072164948454,63.41463414634146,46.21305841924398
Rashid Khan,57,536,323,37,38,37,165.94427244582045,14.486486486486486,0.0,441.0,0.0,136.53250773993807,70.1492537313433,24.039494602962094
Rasikh Salam,6,40,39,5,0,5,102.56410256410255,8.0,0.0,27.0,0.0,69.23076923076923,50.0,8.205128205128204
Ravi Bishnoi,14,32,49,2,0,7,65.3061224489796,4.571428571428571,0.0,17.0,0.0,34.69387755102041,25.0,2.9854227405247813
S Anirudha,10,129,100,9,7,6,129.0,21.5,26.0,58.0,26.0,57.99999999999999,60.46511627906976,27.735
S Aravind,10,59,54,7,0,3,109.25925925925924,19.666666666666668,0.0,46.0,0.0,85.18518518518519,47.45762711864407,21.487654320987655
S Badree,5,13,23,0,0,5,56.52173913043478,2.6,0.0,3.0,0.0,13.043478260869565,0.0,1.4695652173913043
S Badrinath,58,1207,1000,133,24,43,120.7,28.069767441860463,155.0,306.0,15.5,30.599999999999998,56.006628003314,33.88020930232558
S Chanderpaul,3,25,31,4,0,3,80.64516129032258,8.333333333333334,25.0,0.0,80.64516129032258,0.0,64.0,6.720430107526881
S Dhawan,216,6651,5133,755,149,189,129.57334891876096,35.19047619047619,3321.0,493.0,64.6990064289889,9.6045197740113,58.8482934897008,45.59747850045921
S Dube,61,1499,1006,86,101,50,149.00596421471172,29.98,30.0,372.0,2.982107355864811,36.97813121272366,63.37558372248166,44.671988071570574
S Gopal,22,180,167,19,2,13,107.78443113772455,13.846153846153848,0.0,119.0,0.0,71.25748502994011,48.888888888888886,14.923998157531093
S Kaul,9,20,36,1,0,3,55.55555555555556,6.666666666666667,0.0,18.0,0.0,50.0,20.0,3.7037037037037037
S Kaushik,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
S Ladda,2,0,9,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
S Lamichhane,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
S Nadeem,19,33,80,1,0,15,41.25,2.2,0.0,17.0,0.0,21.25,12.121212121212121,0.9075000000000002
S Narwal,4,37,27,6,0,4,137.03703703703704,9.25,0.0,19.0,0.0,70.37037037037037,64.86486486486487,12.675925925925926
S Rana,7,71,63,7,1,4,112.6984126984127,17.75,20.0,44.0,31.746031746031743,69.84126984126983,47.88732394366197,20.003968253968253
S Randiv,1,2,4,0,0,1,50.0,2.0,0.0,2.0,0.0,50.0,0.0,1.0
S Sohal,17,333,250,32,16,15,133.20000000000002,22.2,250.0,4.0,100.0,1.6,67.26726726726727,29.570400000000003
S Sreesanth,9,33,42,6,0,2,78.57142857142857,16.5,0.0,33.0,0.0,78.57142857142857,72.72727272727273,12.964285714285714
S Sriram,2,31,35,3,0,2,88.57142857142857,15.5,13.0,0.0,37.142857142857146,0.0,38.70967741935484,13.72857142857143
S Tyagi,1,3,4,0,0,0,75.0,inf,0.0,3.0,0.0,75.0,0.0,inf
S Vidyut,8,145,108,21,3,8,134.25925925925927,18.125,103.0,0.0,95.37037037037037,0.0,70.34482758620689,24.334490740740744
SA Abbott,3,22,17,1,2,2,129.41176470588235,11.0,0.0,20.0,0.0,117.64705882352942,72.72727272727273,14.235294117647058
SA Asnodkar,19,423,327,56,10,19,129.3577981651376,22.26315789473684,278.0,0.0,85.01529051987767,0.0,67.13947990543736,28.79913085465958
SA Yadav,133,3575,2424,383,129,110,147.48349834983495,32.5,859.0,510.0,35.43729372937294,21.03960396039604,64.5034965034965,47.93213696369636
SB Bangar,7,49,55,1,3,6,89.0909090909091,8.166666666666666,0.0,29.0,0.0,52.72727272727272,44.89795918367347,7.275757575757575
SB Dubey,3,33,19,3,2,2,173.6842105263158,16.5,0.0,10.0,0.0,52.63157894736842,72.72727272727273,28.65789473684211
SB Jakati,5,28,29,3,0,2,96.55172413793105,14.0,0.0,28.0,0.0,96.55172413793103,42.857142857142854,13.517241379310347
SB Joshi,2,6,14,0,0,2,42.85714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142856
SB Styris,10,131,129,10,3,7,101.55038759689924,18.714285714285715,8.0,21.0,6.2015503875969,16.27906976744186,44.274809160305345,19.004429678848286
SC Ganguly,38,1025,909,104,35,38,112.76127612761276,26.973684210526315,398.0,98.0,43.784378437843785,10.78107810781078,61.073170731707314,30.41587053442186
SD Chitnis,7,84,78,9,1,6,107.6923076923077,14.0,1.0,24.0,1.282051282051282,30.76923076923077,50.0,15.076923076923077
SD Hope,9,183,122,12,12,8,150.0,22.875,78.0,7.0,63.934426229508205,5.737704918032787,65.57377049180327,34.3125
SD Lad,1,15,13,1,1,1,115.38461538461536,15.0,15.0,0.0,115.38461538461537,0.0,66.66666666666666,17.307692307692307
SE Bond,1,1,2,0,0,1,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
SE Marsh,65,2334,1706,252,73,61,136.81125439624853,38.26229508196721,729.0,162.0,42.73153575615475,9.495896834701055,61.95372750642674,52.34712586243345
SE Rutherford,9,106,100,3,8,7,106.0,15.142857142857142,4.0,49.0,4.0,49.0,56.60377358490566,16.05142857142857
SH Johnson,3,6,6,1,0,0,100.0,inf,0.0,6.0,0.0,100.0,66.66666666666666,inf
SJ Srivastava,3,4,4,0,0,1,100.0,4.0,0.0,4.0,0.0,100.0,0.0,4.0
SK Raina,192,5318,3807,489,197,161,139.69004465458366,33.03105590062112,1507.0,614.0,39.58497504596795,16.128184922511164,59.007145543437375,46.14109673745813
SK Trivedi,14,42,58,3,1,8,72.41379310344827,5.25,0.0,40.0,0.0,68.96551724137932,42.857142857142854,3.8017241379310343
SK Warne,26,195,199,14,6,18,97.98994974874373,10.833333333333334,0.0,115.0,0.0,57.78894472361809,47.179487179487175,10.615577889447238
SL Malinga,18,69,80,4,4,11,86.25,6.2727272727272725,0.0,61.0,0.0,76.25,57.971014492753625,5.410227272727273
SM Curran,48,874,637,72,37,36,137.20565149136578,24.27777777777778,123.0,332.0,19.309262166405023,52.119309262166404,58.35240274599543,33.310483167626025
SM Harwood,2,8,10,0,0,0,80.0,inf,0.0,8.0,0.0,80.0,0.0,inf
SM Katich,11,240,178,26,8,10,134.8314606741573,24.0,145.0,17.0,81.46067415730337,9.550561797752808,63.33333333333333,32.359550561797754
SM Pollock,8,147,109,12,8,8,134.8623853211009,18.375,1.0,72.0,0.9174311926605505,66.05504587155964,65.3061224489796,24.780963302752287
SMSM Senanayake,2,8,15,0,0,1,53.333333333333336,8.0,0.0,7.0,0.0,46.666666666666664,0.0,4.266666666666667
SN Khan,36,578,438,62,14,28,131.96347031963472,20.642857142857142,89.0,234.0,20.319634703196346,53.42465753424658,57.43944636678201,27.24103065883888
SN Thakur,34,306,218,27,13,23,140.36697247706422,13.304347826086955,0.0,169.0,0.0,77.52293577981652,60.78431372549019,18.674910251296367
SO Hetmyer,65,1241,792,76,82,40,156.69191919191917,31.025,60.0,680.0,7.575757575757576,85.85858585858585,64.14182111200645,48.61366792929292
SP Fleming,10,192,158,26,3,9,121.51898734177216,21.33333333333333,116.0,0.0,73.41772151898735,0.0,63.541666666666664,25.92405063291139
SP Goswami,20,286,288,31,3,19,99.30555555555556,15.052631578947368,156.0,11.0,54.166666666666664,3.8194444444444446,49.65034965034965,14.948099415204679
SP Jackson,8,61,57,5,1,6,107.01754385964912,10.166666666666666,10.0,19.0,17.543859649122805,33.33333333333333,42.62295081967213,10.880116959064326
SP Narine,103,1532,887,164,97,84,172.71702367531003,18.23809523809524,944.0,93.0,106.42615558060879,10.4847801578354,80.80939947780679,31.500295270306548
SPD Smith,72,1952,1518,184,41,63,128.59025032938075,30.984126984126984,481.0,334.0,31.68642951251647,22.002635046113305,50.307377049180324,39.8425664512621
SR Tendulkar,72,2079,1698,263,25,65,122.4381625441696,31.984615384615385,1013.0,104.0,59.65842167255595,6.124852767962309,57.816257816257824,39.161375373742864
SR Watson,135,3631,2613,353,176,120,138.95905089934942,30.258333333333333,1353.0,286.0,51.77956371986223,10.945273631840797,67.97025612778849,42.04669281796148
SS Cottrell,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
SS Iyer,114,3123,2420,271,113,102,129.0495867768595,30.61764705882353,874.0,363.0,36.11570247933884,15.0,56.42010886967659,39.51194701020905
SS Prabhudessai,10,126,102,11,4,9,123.52941176470588,14.0,8.0,23.0,7.8431372549019605,22.54901960784314,53.96825396825397,17.294117647058826
SS Shaikh,1,6,7,1,0,0,85.71428571428571,inf,0.0,0.0,0.0,0.0,66.66666666666666,inf
SS Tiwary,67,1324,1090,102,44,44,121.46788990825688,30.09090909090909,155.0,307.0,14.220183486238533,28.165137614678898,50.755287009063444,36.55079232693911
ST Jayasuriya,30,760,514,84,38,29,147.85992217898834,26.20689655172414,507.0,0.0,98.63813229571986,0.0,74.21052631578947,38.74949684690729
STR Binny,63,840,648,64,33,42,129.62962962962962,20.0,18.0,297.0,2.7777777777777777,45.83333333333333,54.047619047619044,25.92592592592592
SV Samson,161,4402,3122,350,206,140,140.9993593850096,31.442857142857143,1220.0,537.0,39.077514413837285,17.200512491992313,59.881871876419815,44.3342271437723
SW Billings,27,497,375,40,19,26,132.53333333333333,19.115384615384617,125.0,76.0,33.33333333333333,20.266666666666666,55.13078470824949,25.334256410256412
SW Tait,4,13,17,0,1,3,76.47058823529412,4.333333333333333,0.0,3.0,0.0,17.647058823529413,46.15384615384615,3.3137254901960778
SZ Mulani,1,1,1,0,0,0,100.0,inf,0.0,1.0,0.0,100.0,0.0,inf
Sachin Baby,11,142,114,11,5,10,124.56140350877196,14.2,0.0,84.0,0.0,73.68421052631578,52.112676056338024,17.687719298245618
Salman Butt,7,192,155,30,2,7,123.87096774193547,27.428571428571427,103.0,4.0,66.45161290322581,2.5806451612903225,68.75,33.97603686635944
Sameer Rizvi,5,51,43,4,2,4,118.6046511627907,12.75,0.0,29.0,0.0,67.44186046511628,54.90196078431373,15.122093023255813
Sandeep Sharma,24,53,67,4,0,5,79.1044776119403,10.6,0.0,41.0,0.0,61.19402985074627,30.18867924528302,8.385074626865672
Sanvir Singh,5,25,20,2,1,2,125.0,12.5,7.0,18.0,35.0,90.0,56.00000000000001,15.625
Saurav Chauhan,3,18,15,1,1,3,120.0,6.0,0.0,16.0,0.0,106.66666666666667,55.55555555555556,7.2
Shahbaz Ahmed,37,535,427,28,25,29,125.29274004683842,18.448275862068964,21.0,208.0,4.918032786885246,48.711943793911004,48.97196261682243,23.114350318985707
Shahid Afridi,9,81,45,7,6,8,180.0,10.125,43.0,22.0,95.55555555555556,48.888888888888886,79.01234567901234,18.225
Shakib Al Hasan,50,744,591,69,19,37,125.88832487309644,20.10810810810811,37.0,262.0,6.260575296108291,44.33164128595601,52.41935483870967,25.313760460968584
Shashank Singh,19,423,255,33,25,11,165.8823529411765,38.45454545454545,34.0,158.0,13.333333333333334,61.96078431372549,66.66666666666666,63.78930481283423
Shivam Mavi,11,51,55,4,2,9,92.72727272727272,5.666666666666667,0.0,48.0,0.0,87.27272727272727,54.90196078431373,5.254545454545454
Shivam Sharma,2,5,3,1,0,1,166.66666666666669,5.0,0.0,5.0,0.0,166.66666666666669,80.0,8.333333333333336
Shivam Singh,1,2,3,0,0,0,66.66666666666666,inf,0.0,2.0,0.0,66.66666666666666,0.0,inf
Shoaib Ahmed,3,1,6,0,0,2,16.666666666666664,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333331
Shoaib Akhtar,1,2,7,0,0,1,28.57142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
Shoaib Malik,5,51,45,5,0,4,113.33333333333331,12.75,17.0,2.0,37.77777777777778,4.444444444444445,39.21568627450981,14.449999999999998
Shubman Gill,99,3205,2344,308,95,85,136.7320819112628,37.70588235294117,1423.0,267.0,60.708191126279864,11.390784982935154,56.22464898595943,51.5560379441879
Sikandar Raza,9,182,134,12,8,7,135.82089552238804,26.0,8.0,34.0,5.970149253731343,25.37313432835821,52.74725274725275,35.31343283582089
Simarjeet Singh,3,7,8,0,0,1,87.5,7.0,0.0,5.0,0.0,62.5,0.0,6.125
Sohail Tanvir,5,35,28,3,1,3,125.0,11.666666666666666,13.0,11.0,46.42857142857143,39.285714285714285,51.42857142857142,14.583333333333332
Sumit Kumar,3,18,21,2,1,2,85.71428571428571,9.0,0.0,2.0,0.0,9.523809523809524,77.77777777777779,7.7142857142857135
Sunny Gupta,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Sunny Singh,4,31,24,3,1,3,129.16666666666669,10.333333333333334,3.0,7.0,12.5,29.166666666666668,58.06451612903226,13.347222222222223
Swapnil Singh,9,51,44,3,3,5,115.90909090909092,10.2,0.0,26.0,0.0,59.09090909090909,58.82352941176471,11.822727272727272
T Banton,2,18,20,1,1,2,90.0,9.0,18.0,0.0,90.0,0.0,55.55555555555556,8.1
T Henderson,2,11,15,0,1,1,73.33333333333333,11.0,2.0,0.0,13.333333333333334,0.0,54.54545454545454,8.066666666666666
T Kohler-Cadmore,3,48,53,7,1,3,90.56603773584906,16.0,47.0,0.0,88.67924528301887,0.0,70.83333333333334,14.490566037735851
T Kohli,3,11,19,0,1,3,57.89473684210527,3.6666666666666665,7.0,4.0,36.84210526315789,21.052631578947366,54.54545454545454,2.1228070175438596
T Natarajan,2,3,5,0,0,0,60.0,inf,0.0,3.0,0.0,60.0,0.0,inf
T Shamsi,1,2,4,0,0,0,50.0,inf,0.0,2.0,0.0,50.0,0.0,inf
T Stubbs,17,399,228,26,25,9,175.0,44.333333333333336,10.0,227.0,4.385964912280701,99.56140350877193,63.65914786967418,77.58333333333334
T Taibu,3,31,26,3,0,3,119.23076923076924,10.333333333333334,0.0,9.0,0.0,34.61538461538461,38.70967741935484,12.320512820512823
T Thushara,4,12,18,0,0,2,66.66666666666666,6.0,0.0,12.0,0.0,66.66666666666666,0.0,3.9999999999999996
TA Boult,21,83,78,5,3,7,106.4102564102564,11.857142857142858,0.0,67.0,0.0,85.8974358974359,45.78313253012048,12.617216117216117
TG Southee,19,120,106,8,4,11,113.20754716981132,10.909090909090908,0.0,104.0,0.0,98.11320754716981,46.666666666666664,12.349914236706688
TH David,35,652,379,38,45,23,172.0316622691293,28.347826086956523,0.0,445.0,0.0,117.41424802110818,64.7239263803681,48.767236434553176
TK Curran,10,127,105,10,3,5,120.95238095238096,25.4,0.0,58.0,0.0,55.23809523809524,45.66929133858268,30.72190476190476
TL Seifert,3,26,22,4,0,3,118.1818181818182,8.666666666666666,24.0,2.0,109.09090909090908,9.090909090909092,61.53846153846154,10.242424242424242
TL Suman,33,588,488,44,23,24,120.49180327868852,24.5,146.0,96.0,29.918032786885245,19.672131147540984,53.40136054421769,29.520491803278688
TM Dilshan,44,981,835,116,22,37,117.48502994011976,26.513513513513512,417.0,151.0,49.94011976047904,18.08383233532934,60.75433231396534,31.14940928952905
TM Head,25,767,436,75,40,20,175.91743119266056,38.35,408.0,93.0,93.57798165137615,21.3302752293578,70.40417209908736,67.46433486238533
TM Srivastava,3,8,11,0,0,1,72.72727272727273,8.0,0.0,4.0,0.0,36.36363636363637,0.0,5.818181818181818
TR Birt,3,28,29,2,1,3,96.55172413793105,9.333333333333334,0.0,12.0,0.0,41.37931034482759,50.0,9.011494252873565
TS Mills,5,8,13,0,1,4,61.53846153846154,2.0,0.0,6.0,0.0,46.15384615384615,75.0,1.2307692307692308
TU Deshpande,3,21,13,2,1,1,161.53846153846155,21.0,0.0,21.0,0.0,161.53846153846155,66.66666666666666,33.92307692307693
Tanush Kotian,1,24,31,3,0,1,77.41935483870968,24.0,18.0,0.0,58.06451612903226,0.0,50.0,18.58064516129032
Tilak Varma,38,1154,774,90,58,27,149.09560723514213,42.74074074074074,109.0,191.0,14.082687338501293,24.67700258397933,61.35181975736569,63.724566944205186
U Kaul,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
UBT Chand,19,283,273,30,9,19,103.66300366300368,14.894736842105264,116.0,7.0,42.49084249084249,2.564102564102564,61.48409893992933,15.440331598226336
UT Khawaja,6,127,98,14,3,5,129.59183673469389,25.4,107.0,0.0,109.18367346938776,0.0,58.26771653543307,32.916326530612245
